Level,Hierarchical structure,Code,Parent,Class title,Class definition
4,Subclass (Field),RDF1040799,RDF10407,"Theoretical chemistry, n.e.c.","This subclass comprises research and experimental development in theoretical chemistry, n.e.c."
3,Class,RDF10499,RDF104,Other chemical sciences,This class comprises research and experimental in other chemical sciences.
4,Subclass (Field),RDF1049901,RDF10499,Forensic chemistry,This subclass comprises research and experimental development in forensic chemistry.
4,Subclass (Field),RDF1049902,RDF10499,Industrial chemistry,This subclass comprises research and experimental development in industrial chemistry.
4,Subclass (Field),RDF1049903,RDF10499,Combustion and forest fuel chemistry,This subclass comprises research and experimental development in combustion and forest fuel chemistry.
4,Subclass (Field),RDF1049999,RDF10499,"Other chemical sciences, n.e.c.","This subclass comprises research and experimental development in other chemical sciences, n.e.c."
2,Group,RDF105,RDF10,Earth and related environmental sciences,This group comprises research and experimental development in earth and related environmental sciences.
3,Class,RDF10501,RDF105,Atmospheric sciences,This class comprises research and experimental development in atmospheric sciences.
4,Subclass (Field),RDF1050101,RDF10501,Atmospheric chemistry,This subclass comprises research and experimental development in atmospheric chemistry.
4,Subclass (Field),RDF1050102,RDF10501,Atmospheric dynamics and thermodynamics,This subclass comprises research and experimental development in atmospheric dynamics and thermodynamics.
4,Subclass (Field),RDF1050103,RDF10501,Atmospheric radiation and radiative transfer,This subclass comprises research and experimental development in atmospheric radiation and radiative transfer.
4,Subclass (Field),RDF1050104,RDF10501,Cloud physics,This subclass comprises research and experimental development in cloud physics.
4,Subclass (Field),RDF1050105,RDF10501,Meteorology and weather,This subclass comprises research and experimental development in meteorology and weather.
4,Subclass (Field),RDF1050106,RDF10501,Tropospheric and stratospheric sciences,This subclass comprises research and experimental development in tropospheric and stratospheric sciences.
4,Subclass (Field),RDF1050107,RDF10501,Atmospheric measurement techniques,This subclass comprises research and experimental development in atmospheric measurement techniques.
4,Subclass (Field),RDF1050108,RDF10501,Climate change impacts and adaptation,This subclass comprises research and experimental development in climate change impacts and adaptation.
4,Subclass (Field),RDF1050109,RDF10501,Atmospheric pollution and air quality,This subclass comprises research and experimental development in atmospheric pollution and air quality.
4,Subclass (Field),RDF1050110,RDF10501,Boundary layer meteorology,This subclass comprises research and experimental development in boundary layer meteorology.
4,Subclass (Field),RDF1050111,RDF10501,Stratosphere and upper atmosphere studies,This subclass comprises research and experimental development in stratosphere and upper atmosphere studies.
4,Subclass (Field),RDF1050112,RDF10501,Climate modelling,This subclass comprises research and experimental development in climate modelling.
4,Subclass (Field),RDF1050113,RDF10501,Planetary atmospheres studies,This subclass comprises research and experimental development in planetary atmospheres studies.
4,Subclass (Field),RDF1050114,RDF10501,Synoptic climatology,This subclass comprises research and experimental development in synoptic climatology.
4,Subclass (Field),RDF1050115,RDF10501,Statistical climatology,This subclass comprises research and experimental development in statistical climatology.
4,Subclass (Field),RDF1050199,RDF10501,"Atmospheric sciences, n.e.c.","This subclass comprises research and experimental development in atmospheric sciences, n.e.c."
3,Class,RDF10502,RDF105,Geochemistry,This class comprises research and experimental development in geochemistry.
4,Subclass (Field),RDF1050201,RDF10502,Exploration geochemistry,This subclass comprises research and experimental development in exploration geochemistry.
4,Subclass (Field),RDF1050202,RDF10502,Inorganic geochemistry,This subclass comprises research and experimental development in inorganic geochemistry.
4,Subclass (Field),RDF1050203,RDF10502,Isotope geochemistry,This subclass comprises research and experimental development in isotope geochemistry.
4,Subclass (Field),RDF1050204,RDF10502,Organic geochemistry,This subclass comprises research and experimental development in organic geochemistry.
4,Subclass (Field),RDF1050205,RDF10502,Geochronology,This subclass comprises research and experimental development in geochronology.
4,Subclass (Field),RDF1050206,RDF10502,Hydrogeochemistry,This subclass comprises research and experimental development in hydrogeochemistry.
4,Subclass (Field),RDF1050207,RDF10502,Biogeochemistry,This subclass comprises research and experimental development in biogeochemistry.
4,Subclass (Field),RDF1050208,RDF10502,Environmental geochemistry,This subclass comprises research and experimental development in environmental geochemistry.
4,Subclass (Field),RDF1050299,RDF10502,"Geochemistry, n.e.c.","This subclass comprises research and experimental development in geochemistry, n.e.c."
3,Class,RDF10503,RDF105,Geology,This class comprises research and experimental development in geology.
4,Subclass (Field),RDF1050301,RDF10503,Basin analysis,This subclass comprises research and experimental development in basin analysis.
4,Subclass (Field),RDF1050302,RDF10503,Planetary geology,This subclass comprises research and experimental development in planetary geology.
4,Subclass (Field),RDF1050303,RDF10503,Igneous petrology,This subclass comprises research and experimental development in igneous petrology.
4,Subclass (Field),RDF1050304,RDF10503,Metamorphic petrology,This subclass comprises research and experimental development in metamorphic petrology.
4,Subclass (Field),RDF1050305,RDF10503,Ore deposit petrology,This subclass comprises research and experimental development in ore deposit petrology.
4,Subclass (Field),RDF1050306,RDF10503,"Petroleum, gas and coal geology","This subclass comprises research and experimental development in petroleum, gas and coal geology."
4,Subclass (Field),RDF1050307,RDF10503,Mineralogy and crystallography (except soil mineralogy and chemicals aspects of crystallography),This subclass comprises research and experimental development in mineralogy and crystallography (except soil mineralogy and chemicals aspects of crystallography).
4,Subclass (Field),RDF1050308,RDF10503,Sedimentology,This subclass comprises research and experimental development in sedimentology.
4,Subclass (Field),RDF1050309,RDF10503,Stratigraphy (including biostratigraphy and sequence stratigraphy),This subclass comprises research and experimental development in stratigraphy (including biostratigraphy and sequence stratigraphy).
4,Subclass (Field),RDF1050310,RDF10503,Structural geology,This subclass comprises research and experimental development in structural geology.
4,Subclass (Field),RDF1050311,RDF10503,Tectonics,This subclass comprises research and experimental development in tectonics.
4,Subclass (Field),RDF1050312,RDF10503,Volcanology,This subclass comprises research and experimental development in volcanology.
4,Subclass (Field),RDF1050313,RDF10503,Economic geology,This subclass comprises research and experimental development in economic geology.
4,Subclass (Field),RDF1050314,RDF10503,Geomicrobiology,This subclass comprises research and experimental development in geomicrobiology.
4,Subclass (Field),RDF1050315,RDF10503,Paleobiology,This subclass comprises research and experimental development in paleobiology.
4,Subclass (Field),RDF1050316,RDF10503,Paleontology (including palynology),This subclass comprises research and experimental development in paleontology (including palynology).
4,Subclass (Field),RDF1050399,RDF10503,"Geology, n.e.c.","This subclass comprises research and experimental development in geology, n.e.c."
3,Class,RDF10504,RDF105,Geophysics,This class comprises research and experimental development in geophysics.
4,Subclass (Field),RDF1050401,RDF10504,Geoelectrics and geoelectromagnetics,This subclass comprises research and experimental development in geoelectrics and geoelectromagnetics.
4,Subclass (Field),RDF1050402,RDF10504,Geodynamics,This subclass comprises research and experimental development in geodynamics.
4,Subclass (Field),RDF1050403,RDF10504,Geophysical fluid dynamics,This subclass comprises research and experimental development in geophysical fluid dynamics.
4,Subclass (Field),RDF1050404,RDF10504,Geothermics and radiometrics,This subclass comprises research and experimental development in geothermics and radiometrics.
4,Subclass (Field),RDF1050405,RDF10504,Gravimetry,This subclass comprises research and experimental development in gravimetry.
4,Subclass (Field),RDF1050406,RDF10504,Magnetism and paleomagnetism,This subclass comprises research and experimental development in magnetism and paleomagnetism.
4,Subclass (Field),RDF1050407,RDF10504,Seismology,This subclass comprises research and experimental development in seismology.
4,Subclass (Field),RDF1050408,RDF10504,Geodesy,This subclass comprises research and experimental development in geodesy.
4,Subclass (Field),RDF1050409,RDF10504,Rock and mineral physics,This subclass comprises research and experimental development in rock and mineral physics.
4,Subclass (Field),RDF1050499,RDF10504,"Geophysics, n.e.c.","This subclass comprises research and experimental development in geophysics, n.e.c."
3,Class,RDF10505,RDF105,Oceanography,This class comprises research and experimental development in oceanography.
4,Subclass (Field),RDF1050501,RDF10505,Biological oceanography,This subclass comprises research and experimental development in biological oceanography.
4,Subclass (Field),RDF1050502,RDF10505,Chemical oceanography,This subclass comprises research and experimental development in chemical oceanography.
4,Subclass (Field),RDF1050503,RDF10505,Physical oceanography,This subclass comprises research and experimental development in physical oceanography.
4,Subclass (Field),RDF1050504,RDF10505,Marine geology,This subclass comprises research and experimental development in marine geology.
4,Subclass (Field),RDF1050505,RDF10505,Ocean biogeochemistry,This subclass comprises research and experimental development in ocean biogeochemistry.
4,Subclass (Field),RDF1050506,RDF10505,Sea ice sciences,This subclass comprises research and experimental development in sea ice sciences.
4,Subclass (Field),RDF1050507,RDF10505,Paleoceanography,This subclass comprises research and experimental development in paleoceanography.
4,Subclass (Field),RDF1050508,RDF10505,Estuarine oceanography,This subclass comprises research and experimental development in estuarine oceanography.
4,Subclass (Field),RDF1050509,RDF10505,Nearshore processes and coastal oceanography,This subclass comprises research and experimental development in nearshore processes and coastal oceanography.
4,Subclass (Field),RDF1050510,RDF10505,Large-scale ocean circulation,This subclass comprises research and experimental development in large-scale ocean circulation.
4,Subclass (Field),RDF1050511,RDF10505,Ocean-atmospheric interactions,This subclass comprises research and experimental development in ocean-atmospheric interactions.
4,Subclass (Field),RDF1050599,RDF10505,"Oceanography, n.e.c.","This subclass comprises research and experimental development in oceanography, n.e.c."
3,Class,RDF10506,RDF105,Environmental geoscience,This class comprises research and experimental development in environmental geoscience.
4,Subclass (Field),RDF1050601,RDF10506,Geomorphology,This subclass comprises research and experimental development in geomorphology.
4,Subclass (Field),RDF1050602,RDF10506,Landscape evolution,This subclass comprises research and experimental development in landscape evolution.
4,Subclass (Field),RDF1050603,RDF10506,Natural hazards,This subclass comprises research and experimental development in natural hazards.
4,Subclass (Field),RDF1050604,RDF10506,Paleo-environmental sciences,This subclass comprises research and experimental development in paleo-environmental sciences.
4,Subclass (Field),RDF1050605,RDF10506,Surface processes,This subclass comprises research and experimental development in surface processes.
4,Subclass (Field),RDF1050606,RDF10506,Environmental monitoring,This subclass comprises research and experimental development in environmental monitoring.
4,Subclass (Field),RDF1050607,RDF10506,Geomatics sciences (except geomatic engineering),This subclass comprises research and experimental development in geomatics sciences (except geomatic engineering).
4,Subclass (Field),RDF1050699,RDF10506,"Environmental geoscience, n.e.c.","This subclass comprises research and experimental development in environmental geoscience, n.e.c."
3,Class,RDF10507,RDF105,Hydrology,This class comprises research and experimental development in hydrology.
4,Subclass (Field),RDF1050701,RDF10507,Hydrometeorology,This subclass comprises research and experimental development in hydrometeorology.
4,Subclass (Field),RDF1050702,RDF10507,Physical and catchment hydrology,This subclass comprises research and experimental development in physical and catchment hydrology.
4,Subclass (Field),RDF1050703,RDF10507,Surface water hydrology,This subclass comprises research and experimental development in surface water hydrology.
4,Subclass (Field),RDF1050704,RDF10507,Soil hydrology,This subclass comprises research and experimental development in soil hydrology.
4,Subclass (Field),RDF1050705,RDF10507,Hydrogeology,This subclass comprises research and experimental development in hydrogeology.
4,Subclass (Field),RDF1050706,RDF10507,Water quality,This subclass comprises research and experimental development in water quality.
4,Subclass (Field),RDF1050707,RDF10507,Limnology,This subclass comprises research and experimental development in limnology.
4,Subclass (Field),RDF1050799,RDF10507,"Hydrology, n.e.c.","This subclass comprises research and experimental development in hydrology, n.e.c."
3,Class,RDF10508,RDF105,Cryosphere processes,This class comprises research and experimental development in cryosphere processes.
4,Subclass (Field),RDF1050801,RDF10508,Physics of snow and ice,This subclass comprises research and experimental development in physics of snow and ice.
4,Subclass (Field),RDF1050802,RDF10508,Glaciology,This subclass comprises research and experimental development in glaciology.
4,Subclass (Field),RDF1050803,RDF10508,Permafrost,This subclass comprises research and experimental development in permafrost.
4,Subclass (Field),RDF1050899,RDF10508,"Cryosphere processes, n.e.c.","This subclass comprises research and experimental development in cryosphere processes, n.e.c."
3,Class,RDF10509,RDF105,Geomatics and earth systems observations,This class comprises research and experimental development in geomatics and earth systems observations.
4,Subclass (Field),RDF1050901,RDF10509,Geographic information system (GIS and GPS) applications,This subclass comprises research and experimental development in geographic information system (GIS and GPS) applications.
4,Subclass (Field),RDF1050902,RDF10509,Remote sensing applications (except remote sensing in geomatics and photogrammetry),This subclass comprises research and experimental development in remote sensing applications (except remote sensing in geomatics and photogrammetry).
4,Subclass (Field),RDF1050999,RDF10509,"Geomatics and earth systems observations, n.e.c.","This subclass comprises research and experimental development in geomatics and earth systems observations, n.e.c."
3,Class,RDF10510,RDF105,Natural environment sciences,This class comprises research and experimental development in natural environment sciences.
4,Subclass (Field),RDF1051001,RDF10510,Indigenous peoples environmental knowledge,This subclass comprises research and experimental development in indigenous peoples environmental knowledge.
4,Subclass (Field),RDF1051002,RDF10510,Biodiversity,This subclass comprises research and experimental development in biodiversity.
4,Subclass (Field),RDF1051003,RDF10510,Environmental impact assessment,This subclass comprises research and experimental development in environmental impact assessment.
4,Subclass (Field),RDF1051004,RDF10510,Natural (biophysical) environment management,This subclass comprises research and experimental development in natural (biophysical) environment management.
4,Subclass (Field),RDF1051005,RDF10510,Natural environment sustainability studies,This subclass comprises research and experimental development in natural environment sustainability studies.
4,Subclass (Field),RDF1051006,RDF10510,Ecological restoration (except bioremediation),This subclass comprises research and experimental development in ecological restoration (except bioremediation).
4,Subclass (Field),RDF1051007,RDF10510,Natural resource management,This subclass comprises research and experimental development in natural resource management.
4,Subclass (Field),RDF1051008,RDF10510,Wildlife and habitat management,This subclass comprises research and experimental development in wildlife and habitat management.
4,Subclass (Field),RDF1051009,RDF10510,Quantitative methods for environmental sciences,This subclass comprises research and experimental development in quantitative methods for environmental sciences.
4,Subclass (Field),RDF1051010,RDF10510,Ecotoxicology,This subclass comprises research and experimental development in ecotoxicology.
4,Subclass (Field),RDF1051099,RDF10510,"Natural environment sciences, n.e.c.","This subclass comprises research and experimental development in natural environment sciences, n.e.c."
3,Class,RDF10511,RDF105,Soil sciences,This class comprises research and experimental development in soil sciences.
4,Subclass (Field),RDF1051101,RDF10511,Soil physics,This subclass comprises research and experimental development in soil physics.
4,Subclass (Field),RDF1051102,RDF10511,Soil chemistry (except carbon sequestration science),This subclass comprises research and experimental development in soil chemistry (except carbon sequestration science).
4,Subclass (Field),RDF1051103,RDF10511,Soil biology,This subclass comprises research and experimental development in soil biology.
4,Subclass (Field),RDF1051104,RDF10511,Soil fertility,This subclass comprises research and experimental development in soil fertility.
4,Subclass (Field),RDF1051105,RDF10511,Soil degradation,This subclass comprises research and experimental development in soil degradation.
4,Subclass (Field),RDF1051106,RDF10511,Soil biogeochemistry and microbiology,This subclass comprises research and experimental development in soil biogeochemistry and microbiology.
4,Subclass (Field),RDF1051107,RDF10511,Soil-root interactions,This subclass comprises research and experimental development in soil-root interactions.
4,Subclass (Field),RDF1051108,RDF10511,Carbon sequestration science,This subclass comprises research and experimental development in carbon sequestration science.
4,Subclass (Field),RDF1051109,RDF10511,Soil mineralogy and micromorphology,This subclass comprises research and experimental development in soil mineralogy and micromorphology.
4,Subclass (Field),RDF1051199,RDF10511,"Soil sciences, n.e.c.","This subclass comprises research and experimental development in soil sciences, n.e.c."
3,Class,RDF10599,RDF105,Other earth and related environmental sciences,This class comprises research and experimental development in other earth and related environmental sciences.
4,Subclass (Field),RDF1059901,RDF10599,Earth system sciences,This subclass comprises research and experimental development in earth system sciences.
4,Subclass (Field),RDF1059999,RDF10599,"Other earth and related environmental sciences, n.e.c.","This subclass comprises research and experimental development in other earth and related environmental sciences, n.e.c."
2,Group,RDF106,RDF10,Biological sciences,This group comprises research and experimental development in biological sciences.
3,Class,RDF10601,RDF106,Biochemistry,This class comprises research and experimental development in biochemistry.
4,Subclass (Field),RDF1060101,RDF10601,Analytical biochemistry,This subclass comprises research and experimental development in analytical biochemistry.
4,Subclass (Field),RDF1060102,RDF10601,"Enzymes (including kinetics and mechanisms, and biocatalyst)","This subclass comprises research and experimental development in enzymes (including kinetics and mechanisms, and biocatalyst)."
4,Subclass (Field),RDF1060103,RDF10601,Proteomics,This subclass comprises research and experimental development in proteomics.
4,Subclass (Field),RDF1060104,RDF10601,Intramolecular interactions,This subclass comprises research and experimental development in intramolecular interactions.
4,Subclass (Field),RDF1060105,RDF10601,Metabolomics,This subclass comprises research and experimental development in metabolomics.
4,Subclass (Field),RDF1060106,RDF10601,Nucleic acids studies,This subclass comprises research and experimental development in nucleic acids studies.
4,Subclass (Field),RDF1060107,RDF10601,Lipid biology (including lipidomics),This subclass comprises research and experimental development in lipid biology (including lipidomics).
4,Subclass (Field),RDF1060108,RDF10601,Glycomics and glycobiology,This subclass comprises research and experimental development in glycomics and glycobiology.
4,Subclass (Field),RDF1060109,RDF10601,Chemical genetics,This subclass comprises research and experimental development in chemical genetics.
4,Subclass (Field),RDF1060110,RDF10601,Protein and gene networks,This subclass comprises research and experimental development in protein and gene networks.
4,Subclass (Field),RDF1060111,RDF10601,Synthetic biology,This subclass comprises research and experimental development in synthetic biology.
4,Subclass (Field),RDF1060112,RDF10601,Systems biology,This subclass comprises research and experimental development in systems biology.
4,Subclass (Field),RDF1060113,RDF10601,Forensic biology,This subclass comprises research and experimental development in forensic biology.
4,Subclass (Field),RDF1060199,RDF10601,"Biochemistry, n.e.c.","This subclass comprises research and experimental development in biochemistry, n.e.c."
3,Class,RDF10602,RDF106,Cell biology,This class comprises research and experimental development in cell biology.
4,Subclass (Field),RDF1060201,RDF10602,"Cell differentiation, proliferation and death","This subclass comprises research and experimental development in cell differentiation, proliferation and death."
4,Subclass (Field),RDF1060202,RDF10602,Cell metabolism,This subclass comprises research and experimental development in cell metabolism.
4,Subclass (Field),RDF1060203,RDF10602,"Cellular interactions (including adhesion, matrix and cell wall)","This subclass comprises research and experimental development in cellular interactions (including adhesion, matrix and cell wall)."
4,Subclass (Field),RDF1060204,RDF10602,Protein trafficking in cell biology,This subclass comprises research and experimental development in protein trafficking in cell biology.
4,Subclass (Field),RDF1060205,RDF10602,Cell and nuclear division,This subclass comprises research and experimental development in cell and nuclear division.
4,Subclass (Field),RDF1060206,RDF10602,"Intracellular signaling, signal transduction, receptor and membrane biology","This subclass comprises research and experimental development in intracellular signaling, signal transduction, receptor and membrane biology."
4,Subclass (Field),RDF1060207,RDF10602,Structural biology (including macromolecular modelling),This subclass comprises research and experimental development in structural biology (including macromolecular modelling).
4,Subclass (Field),RDF1060208,RDF10602,Computational cell biology,This subclass comprises research and experimental development in computational cell biology.
4,Subclass (Field),RDF1060209,RDF10602,Human biophysics,This subclass comprises research and experimental development in human biophysics.
4,Subclass (Field),RDF1060210,RDF10602,Cytoskeleton studies,This subclass comprises research and experimental development in cytoskeleton studies.
4,Subclass (Field),RDF1060211,RDF10602,Organelle function,This subclass comprises research and experimental development in organelle function.
4,Subclass (Field),RDF1060299,RDF10602,"Cell biology, n.e.c.","This subclass comprises research and experimental development in cell biology, n.e.c."
3,Class,RDF10603,RDF106,Ecology (except applications),This class comprises research and experimental development in ecology (except applications).
4,Subclass (Field),RDF1060301,RDF10603,Behavioural ecology,This subclass comprises research and experimental development in behavioural ecology.
4,Subclass (Field),RDF1060302,RDF10603,Community ecology (except invasive species ecology),This subclass comprises research and experimental development in community ecology (except invasive species ecology).
4,Subclass (Field),RDF1060303,RDF10603,Ecological physiology (except plant ecology),This subclass comprises research and experimental development in ecological physiology (except plant ecology).
4,Subclass (Field),RDF1060304,RDF10603,Estuarine and freshwater ecology,This subclass comprises research and experimental development in estuarine and freshwater ecology.
4,Subclass (Field),RDF1060305,RDF10603,Marine ecology (including marine ichthyology),This subclass comprises research and experimental development in marine ecology (including marine ichthyology).
4,Subclass (Field),RDF1060306,RDF10603,Paleoecology,This subclass comprises research and experimental development in paleoecology.
4,Subclass (Field),RDF1060307,RDF10603,Population ecology,This subclass comprises research and experimental development in population ecology.
4,Subclass (Field),RDF1060308,RDF10603,Terrestrial ecology,This subclass comprises research and experimental development in terrestrial ecology.
4,Subclass (Field),RDF1060309,RDF10603,Plant physiological ecology,This subclass comprises research and experimental development in plant physiological ecology.
4,Subclass (Field),RDF1060310,RDF10603,Evolutionary ecology,This subclass comprises research and experimental development in evolutionary ecology.
4,Subclass (Field),RDF1060311,RDF10603,Ecological mathematical and statistical models,This subclass comprises research and experimental development in ecological mathematical and statistical models.
4,Subclass (Field),RDF1060312,RDF10603,Environmental metagenomics,This subclass comprises research and experimental development in environmental metagenomics.
4,Subclass (Field),RDF1060313,RDF10603,Plant-animal interactions,This subclass comprises research and experimental development in plant-animal interactions.
4,Subclass (Field),RDF1060399,RDF10603,"Ecology, n.e.c.","This subclass comprises research and experimental development in ecology, n.e.c."
3,Class,RDF10604,RDF106,Ecological applications,This class comprises research and experimental development in ecological applications.
4,Subclass (Field),RDF1060401,RDF10604,Ecological impacts of climate change,This subclass comprises research and experimental development in ecological impacts of climate change.
4,Subclass (Field),RDF1060402,RDF10604,Ecosystem function,This subclass comprises research and experimental development in ecosystem function.
4,Subclass (Field),RDF1060403,RDF10604,Invasive species ecology,This subclass comprises research and experimental development in invasive species ecology.
4,Subclass (Field),RDF1060404,RDF10604,Landscape ecology,This subclass comprises research and experimental development in landscape ecology.
4,Subclass (Field),RDF1060405,RDF10604,Global change biology,This subclass comprises research and experimental development in global change biology.
4,Subclass (Field),RDF1060499,RDF10604,"Ecological applications, n.e.c.","This subclass comprises research and experimental development in ecological applications, n.e.c."
3,Class,RDF10605,RDF106,Biological evolution,This class comprises research and experimental development in biological evolution.
4,Subclass (Field),RDF1060501,RDF10605,Systematics and taxonomy (except speciation),This subclass comprises research and experimental development in systematics and taxonomy (except speciation).
4,Subclass (Field),RDF1060502,RDF10605,Biogeography and phylogeography,This subclass comprises research and experimental development in biogeography and phylogeography.
4,Subclass (Field),RDF1060503,RDF10605,Biological adaptation,This subclass comprises research and experimental development in biological adaptation.
4,Subclass (Field),RDF1060504,RDF10605,Ethology and sociobiology,This subclass comprises research and experimental development in ethology and sociobiology.
4,Subclass (Field),RDF1060505,RDF10605,Evolution of developmental systems,This subclass comprises research and experimental development in evolution of developmental systems.
4,Subclass (Field),RDF1060506,RDF10605,Evolutionary impacts of climate change,This subclass comprises research and experimental development in evolutionary impacts of climate change.
4,Subclass (Field),RDF1060507,RDF10605,Life histories,This subclass comprises research and experimental development in life histories.
4,Subclass (Field),RDF1060508,RDF10605,Phylogeny and comparative analysis,This subclass comprises research and experimental development in phylogeny and comparative analysis.
4,Subclass (Field),RDF1060509,RDF10605,Speciation (evolutionary processes),This subclass comprises research and experimental development in speciation (evolutionary processes).
4,Subclass (Field),RDF1060510,RDF10605,Natural selection and sexual selection,This subclass comprises research and experimental development in natural selection and sexual selection.
4,Subclass (Field),RDF1060511,RDF10605,Evolutionary mathematical and statistical models,This subclass comprises research and experimental development in evolutionary mathematical and statistical models.
4,Subclass (Field),RDF1060512,RDF10605,Macroevolution,This subclass comprises research and experimental development in macroevolution.
4,Subclass (Field),RDF1060599,RDF10605,"Biological evolution, n.e.c.","This subclass comprises research and experimental development in biological evolution, n.e.c."
3,Class,RDF10606,RDF106,Genetics,This class comprises research and experimental development in genetics.
4,Subclass (Field),RDF1060601,RDF10606,Anthropological genetics,This subclass comprises research and experimental development in anthropological genetics.
4,Subclass (Field),RDF1060602,RDF10606,Developmental genetics (including sex determination),This subclass comprises research and experimental development in developmental genetics (including sex determination).
4,Subclass (Field),RDF1060603,RDF10606,Conservation genetics,This subclass comprises research and experimental development in conservation genetics.
4,Subclass (Field),RDF1060604,RDF10606,Molecular evolution,This subclass comprises research and experimental development in molecular evolution.
4,Subclass (Field),RDF1060605,RDF10606,Epigenetics and epigenomics,This subclass comprises research and experimental development in epigenetics and epigenomics.
4,Subclass (Field),RDF1060606,RDF10606,Transcriptomics,This subclass comprises research and experimental development in transcriptomics.
4,Subclass (Field),RDF1060607,RDF10606,Gene regulation and expression,This subclass comprises research and experimental development in gene regulation and expression.
4,Subclass (Field),RDF1060608,RDF10606,Genome structure and stability,This subclass comprises research and experimental development in genome structure and stability.
4,Subclass (Field),RDF1060609,RDF10606,Genomics,This subclass comprises research and experimental development in genomics.
4,Subclass (Field),RDF1060610,RDF10606,Somatic mutations,This subclass comprises research and experimental development in somatic mutations.
4,Subclass (Field),RDF1060611,RDF10606,"Population, ecological and evolutionary genetics","This subclass comprises research and experimental development in population, ecological and evolutionary genetics."
4,Subclass (Field),RDF1060612,RDF10606,Quantitative genetics (including disease and trait mapping genetics),This subclass comprises research and experimental development in quantitative genetics (including disease and trait mapping genetics).
4,Subclass (Field),RDF1060613,RDF10606,Statistical genetics,This subclass comprises research and experimental development in statistical genetics.
4,Subclass (Field),RDF1060614,RDF10606,Molecular genetics,This subclass comprises research and experimental development in molecular genetics.
4,Subclass (Field),RDF1060615,RDF10606,Paleogenomics,This subclass comprises research and experimental development in paleogenomics.
4,Subclass (Field),RDF1060616,RDF10606,Genetics engineering,This subclass comprises research and experimental development in genetics engineering.
4,Subclass (Field),RDF1060699,RDF10606,"Genetics, n.e.c.","This subclass comprises research and experimental development in genetics, n.e.c."
3,Class,RDF10607,RDF106,Microbiology,This class comprises research and experimental development in microbiology.
4,Subclass (Field),RDF1060701,RDF10607,Parasitology,This subclass comprises research and experimental development in parasitology.
4,Subclass (Field),RDF1060702,RDF10607,Bacteriology,This subclass comprises research and experimental development in bacteriology.
4,Subclass (Field),RDF1060703,RDF10607,Microbial genetics,This subclass comprises research and experimental development in microbial genetics.
4,Subclass (Field),RDF1060704,RDF10607,Microbial ecology and evolution,This subclass comprises research and experimental development in microbial ecology and evolution.
4,Subclass (Field),RDF1060705,RDF10607,Microbial physiology,This subclass comprises research and experimental development in microbial physiology.
4,Subclass (Field),RDF1060706,RDF10607,Mycology,This subclass comprises research and experimental development in mycology.
4,Subclass (Field),RDF1060707,RDF10607,Virology,This subclass comprises research and experimental development in virology.
4,Subclass (Field),RDF1060708,RDF10607,Microbiome,This subclass comprises research and experimental development in microbiome.
4,Subclass (Field),RDF1060709,RDF10607,Environmental microbiology (including air microbiology),This subclass comprises research and experimental development in environmental microbiology (including air microbiology).
4,Subclass (Field),RDF1060799,RDF10607,"Microbiology, n.e.c.","This subclass comprises research and experimental development in microbiology, n.e.c."
3,Class,RDF10608,RDF106,Animal physiology,This class comprises research and experimental development in animal physiology.
4,Subclass (Field),RDF1060801,RDF10608,"Animal physiology, biophysics","This subclass comprises research and experimental development in animal physiology, biophysics."
4,Subclass (Field),RDF1060802,RDF10608,"Animal physiology, endocrinology","This subclass comprises research and experimental development in animal physiology, endocrinology."
4,Subclass (Field),RDF1060803,RDF10608,"Animal physiology, metabolism","This subclass comprises research and experimental development in animal physiology, metabolism."
4,Subclass (Field),RDF1060804,RDF10608,"Animal physiology, circulation","This subclass comprises research and experimental development in animal physiology, circulation."
4,Subclass (Field),RDF1060805,RDF10608,"Animal physiology, respiration","This subclass comprises research and experimental development in animal physiology, respiration."
4,Subclass (Field),RDF1060806,RDF10608,"Animal physiology, environmental stress","This subclass comprises research and experimental development in animal physiology, environmental stress."
4,Subclass (Field),RDF1060807,RDF10608,"Animal physiology, digestion","This subclass comprises research and experimental development in animal physiology, digestion."
4,Subclass (Field),RDF1060808,RDF10608,"Animal physiology, exercise","This subclass comprises research and experimental development in animal physiology, exercise."
4,Subclass (Field),RDF1060809,RDF10608,"Animal physiology, thermoregulation","This subclass comprises research and experimental development in animal physiology, thermoregulation."
4,Subclass (Field),RDF1060810,RDF10608,"Animal physiology, osmoregulation","This subclass comprises research and experimental development in animal physiology, osmoregulation."
4,Subclass (Field),RDF1060811,RDF10608,"Animal physiology, toxicology","This subclass comprises research and experimental development in animal physiology, toxicology."
4,Subclass (Field),RDF1060899,RDF10608,"Animal physiology, n.e.c.","This subclass comprises research and experimental development in animal physiology, n.e.c."
3,Class,RDF10609,RDF106,Plant biology,This class comprises research and experimental development in plant biology.
4,Subclass (Field),RDF1060901,RDF10609,Phycology (including marine grasses),This subclass comprises research and experimental development in phycology (including marine grasses).
4,Subclass (Field),RDF1060902,RDF10609,Plant cell and molecular biology,This subclass comprises research and experimental development in plant cell and molecular biology.
4,Subclass (Field),RDF1060903,RDF10609,Plant developmental and reproductive biology,This subclass comprises research and experimental development in plant developmental and reproductive biology.
4,Subclass (Field),RDF1060904,RDF10609,Plant pathology,This subclass comprises research and experimental development in plant pathology.
