doi,WG1,WG2,WG3,year,type,source_title,issn,publisher_name,publisher_crossref_member,countries,countries_corr,publisher_oa,other_platform_oa,publisher_license,repository_license
10.5195/JWSR.2015.19,FALSE,TRUE,FALSE,2015,journal-article,Journal of World-Systems Research,1076-156X,"University Library System, University of Pittsburgh",3176,NL,NL,oa_journal_doaj,submitted,cc_by,
10.5070/G311510449,FALSE,FALSE,TRUE,2001,journal-article,Electronic Green Journal,1076-7975,California Digital Library (CDL),29705,,,oa_journal_doaj,submitted,cc_by,
10.3201/EID1711.110170,FALSE,TRUE,FALSE,2011,journal-article,Emerging Infectious Diseases,1080-6040,Centers for Disease Control and Prevention (CDC),1822,"CD,FR,BE",,oa_journal_doaj,accepted/published,cc_by,cc_by
10.1016/J.AEJ.2015.05.019,FALSE,TRUE,FALSE,2015,journal-article,Alexandria Engineering Journal,1110-0168,Elsevier BV,78,EG,EG,oa_journal_doaj,,cc_other,
10.1080/1177083X.2019.1652659,FALSE,TRUE,FALSE,2019,journal-article,Kōtuitui: New Zealand Journal of Social Sciences Online,1177-083X,Informa UK Limited,301,NZ,,oa_journal_doaj,,cc_other,
10.2147/JMDH.S265059,FALSE,FALSE,TRUE,2020,journal-article,Journal of Multidisciplinary Healthcare,1178-2390,Informa UK Limited,301,"CN,PH",CN,oa_journal_doaj,accepted/published,cc_other,
10.2147/CLEP.S34440,FALSE,TRUE,FALSE,2013,journal-article,Clinical Epidemiology,1179-1349,Informa UK Limited,301,"DE,NZ",,oa_journal_doaj,accepted/published,cc_other,other
10.2147/RMHP.S90238,TRUE,FALSE,FALSE,2015,journal-article,Risk Management and Healthcare Policy,1179-1594,Informa UK Limited,301,ES,,oa_journal_doaj,accepted/published,cc_other,cc_other
10.1186/1179-5395-44-S1-S11,FALSE,TRUE,FALSE,2014,journal-article,New Zealand Journal of Forestry Science,1179-5395,Scion,18777,IN,IN,oa_journal_doaj,,cc_by,
10.5502/IJW.V5I4.449,FALSE,TRUE,FALSE,2015,journal-article,International Journal of Wellbeing,1179-8602,International Journal of Wellbeing,3459,CA,CA,oa_journal_doaj,submitted,cc_other,
10.1016/J.IJID.2018.11.084,FALSE,TRUE,FALSE,2019,journal-article,International Journal of Infectious Diseases,1201-9712,Elsevier BV,78,"GB,US,EC",GB,oa_journal_doaj,,cc_other,
10.1016/J.IJID.2012.11.021,FALSE,TRUE,FALSE,2013,journal-article,International Journal of Infectious Diseases,1201-9712,Elsevier BV,78,CO,CO,oa_journal_doaj,,other,
10.1016/J.IJID.2015.02.010,FALSE,TRUE,FALSE,2015,journal-article,International Journal of Infectious Diseases,1201-9712,Elsevier BV,78,"AU,CN",,oa_journal_doaj,accepted/published,cc_other,cc_other
10.1016/J.IJID.2019.10.021,FALSE,TRUE,FALSE,2020,journal-article,International Journal of Infectious Diseases,1201-9712,Elsevier BV,78,"BO,CO","BO,CO",oa_journal_doaj,,cc_other,
10.4000/CYBERGEO.25554,FALSE,TRUE,FALSE,2012,journal-article,Cybergeo,1278-3366,OpenEdition,2399,,,oa_journal_doaj,,cc_by,
10.22559/FOLKLOR.1138,FALSE,FALSE,TRUE,2020,journal-article,Uluslararasi Kibris Universitesi Fen-Edebiyat Fakultesi,1300-7491,Cyprus International University,9845,,,oa_journal_doaj,submitted,cc_by,
10.1111/1753-6405.12692,TRUE,FALSE,FALSE,2017,journal-article,Australian and New Zealand Journal of Public Health,1326-0200,Elsevier BV,78,AU,AU,oa_journal_doaj,accepted/published,cc_other,cc_other
10.1111/1753-6405.13073,FALSE,TRUE,FALSE,2021,journal-article,Australian and New Zealand Journal of Public Health,1326-0200,Elsevier BV,78,AU,AU,oa_journal_doaj,,cc_other,
10.1111/1753-6405.13107,FALSE,TRUE,FALSE,2021,journal-article,Australian and New Zealand Journal of Public Health,1326-0200,Elsevier BV,78,"AU,NZ","AU,NZ",oa_journal_doaj,,cc_other,
10.1111/1753-6405.12808,FALSE,TRUE,FALSE,2018,journal-article,Australian and New Zealand Journal of Public Health,1326-0200,Elsevier BV,78,AU,AU,oa_journal_doaj,accepted/published,cc_other,cc_other
10.1186/S41182-020-0194-1,FALSE,TRUE,FALSE,2020,journal-article,Tropical Medicine and Health,1349-4147,Springer Science and Business Media LLC,297,"NP,AU",NP,oa_journal_doaj,accepted/published,cc_by,cc_by
10.1186/S41182-020-00237-4,FALSE,TRUE,FALSE,2020,journal-article,Tropical Medicine and Health,1349-4147,Springer Science and Business Media LLC,297,"NP,CN,BD",NP,oa_journal_doaj,accepted/published,cc_by,cc_by
10.1186/S41182-019-0178-1,FALSE,TRUE,FALSE,2019,journal-article,Tropical Medicine and Health,1349-4147,Springer Science and Business Media LLC,297,"SD,NO",NO,oa_journal_doaj,accepted/published,cc_by,cc_by
10.2151/SOLA.2018-014,TRUE,FALSE,FALSE,2018,journal-article,SOLA,1349-6476,Meteorological Society of Japan,914,"JP,US",,oa_journal_doaj,accepted/published,cc_by,cc_by
10.2151/SOLA.2018-016,TRUE,FALSE,TRUE,2018,journal-article,SOLA,1349-6476,Meteorological Society of Japan,914,"JP,FR",,oa_journal_doaj,,cc_by,
10.2151/SOLA.15A-008,TRUE,FALSE,FALSE,2019,journal-article,SOLA,1349-6476,Meteorological Society of Japan,914,JP,,oa_journal_doaj,,cc_by,
10.2151/SOLA.15A-002,TRUE,FALSE,FALSE,2019,journal-article,SOLA,1349-6476,Meteorological Society of Japan,914,"JP,US",,oa_journal_doaj,,cc_by,
10.2151/SOLA.2020-012,TRUE,FALSE,FALSE,2020,journal-article,SOLA,1349-6476,Meteorological Society of Japan,914,"JP,US",,oa_journal_doaj,,cc_by,
10.2151/SOLA.2018-010,TRUE,FALSE,FALSE,2018,journal-article,SOLA,1349-6476,Meteorological Society of Japan,914,JP,,oa_journal_doaj,accepted/published,cc_by,cc_by
10.2151/SOLA.2020-005,TRUE,FALSE,FALSE,2020,journal-article,SOLA,1349-6476,Meteorological Society of Japan,914,"AU,JP",,oa_journal_doaj,,cc_by,
10.2151/SOLA.2021-001,TRUE,FALSE,FALSE,2021,journal-article,SOLA,1349-6476,Meteorological Society of Japan,914,JP,,oa_journal_doaj,,cc_by,
10.2151/SOLA.15A-005,TRUE,FALSE,FALSE,2019,journal-article,SOLA,1349-6476,Meteorological Society of Japan,914,JP,,oa_journal_doaj,,cc_by,
10.2151/SOLA.15A-011,TRUE,FALSE,FALSE,2019,journal-article,SOLA,1349-6476,Meteorological Society of Japan,914,"JP,US",,oa_journal_doaj,accepted/published,cc_by,cc_by
10.2151/SOLA.2018-017,TRUE,FALSE,FALSE,2018,journal-article,SOLA,1349-6476,Meteorological Society of Japan,914,"JP,KR",,oa_journal_doaj,accepted/published,cc_by,cc_by
10.2151/SOLA.2018-008,TRUE,FALSE,FALSE,2018,journal-article,SOLA,1349-6476,Meteorological Society of Japan,914,JP,JP,oa_journal_doaj,submitted,cc_by,
10.2151/SOLA.2020-013,TRUE,FALSE,FALSE,2020,journal-article,SOLA,1349-6476,Meteorological Society of Japan,914,"JP,US",,oa_journal_doaj,,cc_by,
10.2151/SOLA.15A-009,TRUE,FALSE,FALSE,2019,journal-article,SOLA,1349-6476,Meteorological Society of Japan,914,JP,,oa_journal_doaj,,cc_by,
10.2151/SOLA.15A-003,TRUE,FALSE,FALSE,2019,journal-article,SOLA,1349-6476,Meteorological Society of Japan,914,"JP,US,AU",,oa_journal_doaj,,cc_by,
10.17141/LETRASVERDES.24.2018.3273,FALSE,TRUE,FALSE,2018,journal-article,Letras Verdes. Revista Latinoamericana de Estudios Socioambientales,1390-6631,"Facultad Latinoamericana de Ciencias Sociales, Ecuador (FLACSO)",6609,EC,,oa_journal_doaj,submitted,cc_other,
10.17141/LETRASVERDES.23.2018.2861,FALSE,TRUE,FALSE,2018,journal-article,Letras Verdes. Revista Latinoamericana de Estudios Socioambientales,1390-6631,"Facultad Latinoamericana de Ciencias Sociales, Ecuador (FLACSO)",6609,EC,EC,oa_journal_doaj,,cc_other,
10.17141/LETRASVERDES.21.2017.2608,FALSE,TRUE,FALSE,2017,journal-article,Letras Verdes. Revista Latinoamericana de Estudios Socioambientales,1390-6631,"Facultad Latinoamericana de Ciencias Sociales, Ecuador (FLACSO)",6609,EC,,oa_journal_doaj,accepted/published,cc_other,other
10.17141/LETRASVERDES.24.2018.3328,FALSE,TRUE,FALSE,2018,journal-article,Letras Verdes. Revista Latinoamericana de Estudios Socioambientales,1390-6631,"Facultad Latinoamericana de Ciencias Sociales, Ecuador (FLACSO)",6609,IN,,oa_journal_doaj,submitted,cc_other,
10.1016/J.BJID.2014.10.004,FALSE,TRUE,FALSE,2015,journal-article,The Brazilian Journal of Infectious Diseases,1413-8670,Elsevier BV,78,BR,,oa_journal_doaj,accepted/published,cc_other,cc_other
10.1590/1809-4422ASOC1216V1842015,FALSE,TRUE,FALSE,2015,journal-article,Ambiente &amp; Sociedade,1414-753X,FapUNIFESP (SciELO),530,BR,BR,oa_journal_doaj,accepted/published,cc_other,
10.3390/MOLECULES26113187,FALSE,TRUE,FALSE,2021,journal-article,Molecules,1420-3049,MDPI AG,1968,AU,,oa_journal_doaj,accepted/published,cc_by,
10.3390/IJMS21114040,FALSE,FALSE,TRUE,2020,journal-article,International Journal of Molecular Sciences,1422-0067,MDPI AG,1968,IN,,oa_journal_doaj,accepted/published,cc_by,cc_by
10.3390/D7020074,FALSE,TRUE,FALSE,2015,journal-article,Diversity,1424-2818,MDPI AG,1968,US,,oa_journal_doaj,submitted,cc_by,cc_by
10.3390/D7030206,FALSE,TRUE,FALSE,2015,journal-article,Diversity,1424-2818,MDPI AG,1968,CO,,oa_journal_doaj,submitted,cc_by,
10.3390/D12010025,FALSE,TRUE,FALSE,2020,journal-article,Diversity,1424-2818,MDPI AG,1968,US,,oa_journal_doaj,submitted,cc_by,cc_by
10.3390/D10020026,FALSE,TRUE,FALSE,2018,journal-article,Diversity,1424-2818,MDPI AG,1968,"AU,BR","AU,BR",oa_journal_doaj,accepted/published,cc_by,cc_by
10.3390/D11040056,FALSE,TRUE,FALSE,2019,journal-article,Diversity,1424-2818,MDPI AG,1968,"AU,NZ","AU,NZ",oa_journal_doaj,,cc_by,
10.3390/D10010008,FALSE,TRUE,FALSE,2018,journal-article,Diversity,1424-2818,MDPI AG,1968,DE,DE,oa_journal_doaj,submitted,cc_by,cc_by
10.3390/D12010013,FALSE,TRUE,FALSE,2019,journal-article,Diversity,1424-2818,MDPI AG,1968,IN,,oa_journal_doaj,,cc_by,
10.3390/D4030258,FALSE,FALSE,TRUE,2012,journal-article,Diversity,1424-2818,MDPI AG,1968,NL,NL,oa_journal_doaj,,cc_by,
10.3390/D13020071,FALSE,TRUE,FALSE,2021,journal-article,Diversity,1424-2818,MDPI AG,1968,GR,,oa_journal_doaj,,cc_by,
10.3390/D10040115,FALSE,FALSE,TRUE,2018,journal-article,Diversity,1424-2818,MDPI AG,1968,AU,AU,oa_journal_doaj,accepted/published,cc_by,cc_by
10.3390/D10020035,FALSE,TRUE,FALSE,2018,journal-article,Diversity,1424-2818,MDPI AG,1968,"AU,NZ,NC",AU,oa_journal_doaj,accepted/published,cc_by,cc_by
10.3390/D10030099,FALSE,TRUE,FALSE,2018,journal-article,Diversity,1424-2818,MDPI AG,1968,AU,AU,oa_journal_doaj,submitted,cc_by,
10.3390/D12020049,FALSE,TRUE,FALSE,2020,journal-article,Diversity,1424-2818,MDPI AG,1968,US,US,oa_journal_doaj,accepted/published,cc_by,cc_by
10.3390/D10020020,FALSE,TRUE,FALSE,2018,journal-article,Diversity,1424-2818,MDPI AG,1968,"CN,DE,LK,ZM",,oa_journal_doaj,submitted,cc_by,
10.3390/D11110215,FALSE,TRUE,FALSE,2019,journal-article,Diversity,1424-2818,MDPI AG,1968,"IT,FR",,oa_journal_doaj,accepted/published,cc_by,other
10.3390/S19194285,TRUE,TRUE,FALSE,2019,journal-article,Sensors,1424-8220,MDPI AG,1968,"GB,DE,PT,NL,IT,FR,US,SE",,oa_journal_doaj,accepted/published,cc_by,cc_by
10.3390/S90604728,FALSE,FALSE,TRUE,2009,journal-article,Sensors,1424-8220,MDPI AG,1968,ES,ES,oa_journal_doaj,accepted/published,cc_by,cc_by
10.3390/S140610306,FALSE,FALSE,TRUE,2014,journal-article,Sensors,1424-8220,MDPI AG,1968,GB,GB,oa_journal_doaj,accepted/published,cc_by,cc_by
10.3390/S19214648,FALSE,TRUE,FALSE,2019,journal-article,Sensors,1424-8220,MDPI AG,1968,"EC,ES",EC,oa_journal_doaj,accepted/published,cc_by,cc_by
10.3390/S18072082,FALSE,TRUE,FALSE,2018,journal-article,Sensors,1424-8220,MDPI AG,1968,KR,KR,oa_journal_doaj,accepted/published,cc_by,cc_by
10.5194/ANGEO-26-1935-2008,TRUE,FALSE,FALSE,2008,journal-article,Annales Geophysicae,1432-0576,Copernicus GmbH,3145,RS,,oa_journal_doaj,,cc_by,
10.5194/ANGEO-23-253-2005,TRUE,FALSE,FALSE,2005,journal-article,Annales Geophysicae,1432-0576,Copernicus GmbH,3145,"FR,GB,US",,oa_journal_doaj,submitted,cc_by,
10.1007/S00585-997-1057-3,FALSE,FALSE,TRUE,1997,journal-article,Annales Geophysicae,1432-0576,Copernicus GmbH,3145,"US,DE",,oa_journal_doaj,submitted,cc_by,other
10.5194/ANGEO-32-793-2014,TRUE,FALSE,FALSE,2014,journal-article,Annales Geophysicae,1432-0576,Copernicus GmbH,3145,CH,CH,oa_journal_doaj,accepted/published,cc_by,cc_by
10.5194/ANGEO-32-41-2014,TRUE,FALSE,FALSE,2014,journal-article,Annales Geophysicae,1432-0576,Copernicus GmbH,3145,CN,,oa_journal_doaj,submitted,cc_by,
10.4054/DEMRES.2011.24.30,FALSE,FALSE,TRUE,2011,journal-article,Demographic Research,1435-9871,Max Planck Institute for Demographic Research,2492,CH,CH,oa_journal_doaj,,cc_other,
10.4054/DEMRES.2018.38.54,FALSE,TRUE,FALSE,2018,journal-article,Demographic Research,1435-9871,Max Planck Institute for Demographic Research,2492,"AT,CN","AT,CN",oa_journal_doaj,accepted/published,cc_other,cc_by
10.4054/DEMRES.2019.41.18,FALSE,TRUE,FALSE,2019,journal-article,Demographic Research,1435-9871,Max Planck Institute for Demographic Research,2492,"AT,GB",,oa_journal_doaj,accepted/published,cc_other,cc_by
10.22605/RRH4020,FALSE,TRUE,FALSE,2017,journal-article,Rural and Remote Health,1445-6354,Rural and Remote Health,9889,AU,,oa_journal_doaj,submitted,cc_by,
10.5130/PORTAL.V8I3.1737,FALSE,FALSE,TRUE,2011,journal-article,PORTAL Journal of Multidisciplinary International Studies,1449-2490,"University of Technology, Sydney (UTS)",3097,,,oa_journal_doaj,,cc_by,
10.18564/JASSS.3629,FALSE,FALSE,TRUE,2018,journal-article,Journal of Artificial Societies and Social Simulation,1460-7425,Journal of Artificial Societies and Social Simulation,7830,"DE,AU,AT,GB,NL",,oa_journal_doaj,accepted/published,cc_by,cc_by
10.18564/JASSS.2941,FALSE,FALSE,TRUE,2016,journal-article,Journal of Artificial Societies and Social Simulation,1460-7425,Journal of Artificial Societies and Social Simulation,7830,"DE,NL",,oa_journal_doaj,accepted/published,cc_by,
10.18564/JASSS.3812,FALSE,TRUE,FALSE,2018,journal-article,Journal of Artificial Societies and Social Simulation,1460-7425,Journal of Artificial Societies and Social Simulation,7830,US,,oa_journal_doaj,,cc_by,
10.1016/J.ECOLIND.2021.107376,FALSE,TRUE,FALSE,2021,journal-article,Ecological Indicators,1470-160X,Elsevier BV,78,CN,CN,oa_journal_doaj,,cc_other,
10.1016/J.ECOLIND.2020.107142,FALSE,TRUE,FALSE,2021,journal-article,Ecological Indicators,1470-160X,Elsevier BV,78,ES,ES,oa_journal_doaj,accepted/published,cc_other,cc_other
10.1016/J.ECOLIND.2021.107694,FALSE,TRUE,FALSE,2021,journal-article,Ecological Indicators,1470-160X,Elsevier BV,78,"AU,CN,ZA,PT,CA",AU,oa_journal_doaj,accepted/published,cc_by,cc_by
10.1186/S12864-017-3557-1,FALSE,TRUE,FALSE,2017,journal-article,BMC Genomics,1471-2164,Springer Science and Business Media LLC,297,,,oa_journal_doaj,accepted/published,cc_by,cc_by
10.1186/S12870-019-2124-0,FALSE,TRUE,FALSE,2019,journal-article,BMC Plant Biology,1471-2229,Springer Science and Business Media LLC,297,"DE,FR",DE,oa_journal_doaj,accepted/published,cc_by,cc_by
10.1186/S12879-017-2611-6,FALSE,TRUE,FALSE,2017,journal-article,BMC Infectious Diseases,1471-2334,Springer Science and Business Media LLC,297,AU,,oa_journal_doaj,accepted/published,cc_by,cc_by
10.1186/S12879-019-4734-4,FALSE,TRUE,FALSE,2020,journal-article,BMC Infectious Diseases,1471-2334,Springer Science and Business Media LLC,297,"CA,HU",,oa_journal_doaj,accepted/published,cc_by,cc_by
10.1186/1471-2334-5-89,FALSE,TRUE,FALSE,2005,journal-article,BMC Infectious Diseases,1471-2334,Springer Science and Business Media LLC,297,"ID,US,KR",KR,oa_journal_doaj,accepted/published,cc_by,cc_by
10.1186/S12879-018-3066-0,FALSE,TRUE,FALSE,2018,journal-article,BMC Infectious Diseases,1471-2334,Springer Science and Business Media LLC,297,"JP,PH",,oa_journal_doaj,accepted/published,cc_by,cc_by
10.1186/S12879-017-2577-4,FALSE,TRUE,FALSE,2017,journal-article,BMC Infectious Diseases,1471-2334,Springer Science and Business Media LLC,297,"GB,CA,KR,CO",,oa_journal_doaj,accepted/published,cc_by,cc_by
10.1186/S12879-018-3537-3,FALSE,TRUE,FALSE,2018,journal-article,BMC Infectious Diseases,1471-2334,Springer Science and Business Media LLC,297,"TH,FR",,oa_journal_doaj,accepted/published,cc_by,cc_by
10.1186/S12879-019-3840-7,FALSE,TRUE,FALSE,2019,journal-article,BMC Infectious Diseases,1471-2334,Springer Science and Business Media LLC,297,"GB,CH,DE,SE",GB,oa_journal_doaj,accepted/published,cc_by,cc_by
10.1186/1471-2334-9-59,FALSE,TRUE,FALSE,2009,journal-article,BMC Infectious Diseases,1471-2334,Springer Science and Business Media LLC,297,US,US,oa_journal_doaj,accepted/published,cc_by,cc_by
10.1186/S12879-020-05158-5,FALSE,TRUE,FALSE,2020,journal-article,BMC Infectious Diseases,1471-2334,Springer Science and Business Media LLC,297,"UG,ZA",,oa_journal_doaj,accepted/published,cc_by,cc_by
10.1186/S12879-014-0610-4,FALSE,TRUE,FALSE,2014,journal-article,BMC Infectious Diseases,1471-2334,Springer Science and Business Media LLC,297,"US,EC",,oa_journal_doaj,accepted/published,cc_by,cc_by
10.1186/S12879-021-05866-6,FALSE,TRUE,FALSE,2021,journal-article,BMC Infectious Diseases,1471-2334,Springer Science and Business Media LLC,297,"NP,TH",NP,oa_journal_doaj,accepted/published,cc_by,
10.1186/S12879-019-4083-3,FALSE,TRUE,FALSE,2019,journal-article,BMC Infectious Diseases,1471-2334,Springer Science and Business Media LLC,297,"NP,JP",,oa_journal_doaj,accepted/published,cc_by,cc_by
10.1186/S12885-017-3547-3,FALSE,TRUE,FALSE,2017,journal-article,BMC Cancer,1471-2407,Springer Science and Business Media LLC,297,"CD,ZA,CG",ZA,oa_journal_doaj,accepted/published,cc_by,cc_by
10.1186/S12887-021-02643-X,FALSE,TRUE,FALSE,2021,journal-article,BMC Pediatrics,1471-2431,Springer Science and Business Media LLC,297,CN,CN,oa_journal_doaj,accepted/published,cc_by,cc_by
10.1186/S12888-018-2007-1,FALSE,TRUE,FALSE,2019,journal-article,BMC Psychiatry,1471-244X,Springer Science and Business Media LLC,297,CA,,oa_journal_doaj,accepted/published,cc_by,cc_by
10.1186/S12888-019-2074-Y,FALSE,TRUE,FALSE,2019,journal-article,BMC Psychiatry,1471-244X,Springer Science and Business Media LLC,297,CA,,oa_journal_doaj,accepted/published,cc_by,cc_by
10.1186/1471-2458-14-1112,FALSE,TRUE,FALSE,2014,journal-article,BMC Public Health,1471-2458,Springer Science and Business Media LLC,297,DE,DE,oa_journal_doaj,accepted/published,cc_by,cc_by
10.1186/S12889-019-6564-0,FALSE,TRUE,FALSE,2019,journal-article,BMC Public Health,1471-2458,Springer Science and Business Media LLC,297,CA,CA,oa_journal_doaj,accepted/published,cc_by,cc_by
10.1186/S12889-017-4161-7,FALSE,TRUE,FALSE,2017,journal-article,BMC Public Health,1471-2458,Springer Science and Business Media LLC,297,BF,BF,oa_journal_doaj,accepted/published,cc_by,cc_by
10.1186/S12889-016-3272-X,FALSE,FALSE,TRUE,2016,journal-article,BMC Public Health,1471-2458,Springer Science and Business Media LLC,297,IE,,oa_journal_doaj,accepted/published,cc_by,cc_by
10.1186/S12889-016-3840-0,FALSE,TRUE,FALSE,2016,journal-article,BMC Public Health,1471-2458,Springer Science and Business Media LLC,297,"US,MW,CA",MW,oa_journal_doaj,accepted/published,cc_by,cc_by
10.1186/S12889-015-1874-3,FALSE,TRUE,FALSE,2015,journal-article,BMC Public Health,1471-2458,Springer Science and Business Media LLC,297,CA,CA,oa_journal_doaj,accepted/published,cc_by,cc_by
10.1186/S12889-016-2749-Y,FALSE,TRUE,FALSE,2016,journal-article,BMC Public Health,1471-2458,Springer Science and Business Media LLC,297,CA,,oa_journal_doaj,accepted/published,cc_by,cc_by
10.1186/S12889-015-1755-9,FALSE,TRUE,FALSE,2015,journal-article,BMC Public Health,1471-2458,Springer Science and Business Media LLC,297,"KE,ZA",ZA,oa_journal_doaj,accepted/published,cc_by,cc_by
10.1186/S12889-020-08590-Z,FALSE,FALSE,TRUE,2020,journal-article,BMC Public Health,1471-2458,Springer Science and Business Media LLC,297,NL,,oa_journal_doaj,accepted/published,cc_by,cc_by
10.1186/1471-2458-14-781,FALSE,TRUE,FALSE,2014,journal-article,BMC Public Health,1471-2458,Springer Science and Business Media LLC,297,"GB,IT",,oa_journal_doaj,accepted/published,cc_by,cc_by
10.1186/1471-2458-14-884,FALSE,TRUE,FALSE,2014,journal-article,BMC Public Health,1471-2458,Springer Science and Business Media LLC,297,"ET,NO",,oa_journal_doaj,accepted/published,cc_by,cc_by
10.1186/S12889-016-3692-7,FALSE,TRUE,FALSE,2016,journal-article,BMC Public Health,1471-2458,Springer Science and Business Media LLC,297,DE,DE,oa_journal_doaj,accepted/published,cc_by,cc_by
10.1186/S12889-017-4508-0,FALSE,TRUE,FALSE,2017,journal-article,BMC Public Health,1471-2458,Springer Science and Business Media LLC,297,US,US,oa_journal_doaj,accepted/published,cc_by,cc_by
10.1186/S12889-020-09101-W,FALSE,TRUE,FALSE,2020,journal-article,BMC Public Health,1471-2458,Springer Science and Business Media LLC,297,MW,,oa_journal_doaj,accepted/published,cc_by,cc_by
10.1186/S12889-017-4497-Z,FALSE,FALSE,TRUE,2017,journal-article,BMC Public Health,1471-2458,Springer Science and Business Media LLC,297,GB,GB,oa_journal_doaj,accepted/published,cc_by,cc_by
