"Please go to the Journal URL, find out when the journal started publishing under an OA model, and add the date in column H.",,,,,,,,,
Journal title,Journal URL,eISSN,URL in DOAJ,pISSN,Publisher,Country,OA Start,Man. Ed,
Armenian Folia Anglistika,https://journals.ysu.am/index.php/arm-fol-angl,2579-3039,https://doaj.org/toc/ee7e49fb082848e09c492ef2b0200a61,1829-2429,Yerevan State University,Armenia,2015,Iemima,
Economic Review,http://ef.untz.ba/ekonomskarevija-economicreview/,2303-680X,https://doaj.org/toc/65360def83a84002818f3b6d60ab3e15,1512-8962,"Faculty of Economics, University of Tuzla",Bosnia and Herzegovina,2011,Iemima,
Heritage and Sustainable Development,https://hsd.ardascience.com/,2712-0554,https://doaj.org/toc/550feb9e15b8429c879ffeb9329caa95,,Research and Development Academy,Bosnia and Herzegovina,2019,Iemima,
Sustainable Engineering and Innovation,https://sei.ardascience.com/,2712-0562,https://doaj.org/toc/e28d786da2bd46cb82b33e5669ce1e67,,Research and Development Academy,Bosnia and Herzegovina,2019,Iemima,
Bosniaca,http://bosniaca.nub.ba/index.php/bosniaca/index,2303-8888,https://doaj.org/toc/a07618f1dbea4eaa92fe1d43a3c3e3bc,1512-5033,The National and University Library of Bosnia and Herzegovina,Bosnia and Herzegovina,2016,Iemima,
e-Zbornik. Elektronički Zbornik Radova Građevinskog Fakulteta,https://e-zbornik.gf.sum.ba/en/,2232-9080,https://doaj.org/toc/dad681e9bc6f496ab2fa309509cd9b39,,"University of Mostar, Faculty of Civil Engineering",Bosnia and Herzegovina,2018,Iemima,
Glasnik Hrvatskog Botaničkog Društva,https://hrcak.srce.hr/glasnik-hbod,1848-8102,https://doaj.org/toc/4817b25332be4c228f57396355e696b2,,Croatian Botanical Society,Croatia,2014,Iemima,
Informatologia,https://hrcak.srce.hr/informatologia,1848-7793,https://doaj.org/toc/2df1766162914cb59e09ea67013b0fb0,1330-0067,Croatian Communication Association,Croatia,2007,Iemima,
"Media, Culture and Public Relations",https://hrcak.srce.hr/mcpr?lang=en,1848-8374,https://doaj.org/toc/e80f88e104e94c21a4e0a1687da8028e,1333-6371,Croatian Communication Association,Croatia,2012,Iemima,
Umjetnost Riječi,http://umjetnostrijeci.ffzg.unizg.hr/?lang=en#,1849-1693,https://doaj.org/toc/59cf1d287f484247a3871d6284ef68e6,0503-1583,Croatian Philological Society,Croatia,2012,Iemima,
Socijalna Ekologija,https://hrcak.srce.hr/ojs/index.php/socijalna-ekologija/index,1849-0360,https://doaj.org/toc/338d14246fb74661a11b9f42bde31882,1330-0113,"Croatian Sociological Society, Department of Sociology at Faculty of Humanities and Social Sciences, University of Zagreb",Croatia,2020,Iemima,
Educational Journal of Living Theories,https://www.ejolts.net,2009-1788,https://doaj.org/toc/ebfff32ca61c44ae84caa1fca8c39d35,,Educational Journal of Living Theories,Croatia,2008,Iemima,
Prostor,https://hrcak.srce.hr/prostor?lang=en,1333-9117,https://doaj.org/toc/33e931ac208649aea385e701660ad6d4,1330-0652,"Faculty of Architecture, University of Zagreb",Croatia,2006,Iemima,
Elektronički Zbornik Radova Veleučilišta u Šibeniku,https://hrcak.srce.hr/zbornikvus?lang=en,1846-6656,https://doaj.org/toc/f86a24edd80244d2898375964323fdb2,1846-6699,Polytechnic of Šibenik,Croatia,2014,Iemima,
Vallis Aurea,http://journal.vallisaurea.org/,1849-8485,https://doaj.org/toc/07a8510549be4624b0fe791e99765ead,2412-5210,Polytecnic in Pozega,Croatia,2018,Iemima,
Prolegomena,https://hrcak.srce.hr/prolegomena?lang=en,1846-0593,https://doaj.org/toc/f25f1d742941457395cd16edc16a7682,1333-4395,Society for the Advancement of Philosophy,Croatia,2006,Iemima,
Zbornik Radova,http://zr.gradri.uniri.hr/index.php/zr,2584-6159,https://doaj.org/toc/3096bb4d984e40aba13bc61e5e60de70,0350-8552,"University of Rijeka, Faculty of Civil Engineering",Croatia,2008,Iemima,
Zbornik radova Filozofskog fakulteta u Splitu,http://zbornik.ffst.unist.hr/,2459-5128,https://doaj.org/toc/260f647a966847b49a720a8a75be144f,1846-9426,"University of Split, Faculty of Humanities and Social Sciences in Split",Croatia,2008,Iemima,
Listy klinicke logopedie,https://casopis.aklcr.cz/,2570-6179,https://doaj.org/toc/0df818942df64838816358e7d75d3d94,,Association of Speech-Language Pathologists of Czech Republic,Czechia,2017,Iemima,
Filosoﬁcký časopis,http://filcasop.flu.cas.cz/en/,2570-9232,https://doaj.org/toc/d0d504a3125d457bbd61aed31ac50ddb,0015-1831,"Czech Academy of Sciences, Institute of Philosophy",Czechia,2021,Iemima,
European Journal of Entomology,https://www.eje.cz/,1802-8829,https://doaj.org/toc/07b6391abd76469f8b2a19376d0b6ddf,1210-5759,"Institute of Entomology, Biology Centre, Czech Academy of Science",Czechia,2016,Iemima,
Central European Journal of Politics,http://www.cejop.cz/,2464-479X,https://doaj.org/toc/a284b72724fc4761adf6535eddff1516,,"Jan Evangelista Purkyně University in Ústí nad Labem, Faculty of Arts, Department of Political Science",Czechia,2015,Iemima,
Opera slavica,https://www.phil.muni.cz/journals/opera-slavica,2336-4459,https://doaj.org/toc/de1e2ad968d146f7a41d752633624342,1211-7676,Masaryk University,Czechia,2020,Iemima,
Linguistica Brunensia,https://www.phil.muni.cz/journals/linguistica-brunensia,2336-4440,https://doaj.org/toc/5712a727f6e94c6da74c135400388444,1803-7410,Masaryk University,Czechia,2009,Iemima,
Transactions on Transport Sciences,https://tots.upol.cz/,1802-9876,https://doaj.org/toc/641c6e59427d47988eee93db651e63de,,Palacký University Olomouc,Czechia,2016,Iemima,
Historia Scholastica,http://www.historiascholastica.com/en,2336-680X,https://doaj.org/toc/d2100a06f9434c95b2850940be711261,1804-4913,"The National Pedagogical Museum and Library of J. A. Comenius, Technical University of Liberec",Czechia,2015,Iemima,
Filosofie Dnes,https://filosofiednes.ff.uhk.cz/index.php/hen,1804-0969,https://doaj.org/toc/e21576e69fdb41ebb727c6984dd65b9e,,"University of Hradec Králové, Department of Philosophy and Social Sciences",Czechia,2017,Iemima,
Acta Facultatis Philosophicae Universitatis Ostraviensis. Studia Germanistica,https://studiagermanistica.osu.eu/,2571-0273,https://doaj.org/toc/9e65dd46ac55411aae5c00e2bf4dde2e,1803-408X,University of Ostrava,Czechia,2018,Iemima,
Studia Slavica,https://studiaslavica.osu.eu/,2571-0281,https://doaj.org/toc/117f88bb2c2146918c85caf6299f3273,1803-5663,University of Ostrava,Czechia,2020,Iemima,
"Scientific Papers of the University of Pardubice. Series D, Faculty of Economics and Administration",https://editorial.upce.cz/scipap,1804-8048,https://doaj.org/toc/ea7acf39e00046f19bfc48bf7c894a73,,University of Pardubice,Czechia,2015,Iemima,
Acta Fakulty filozofické Západočeské univerzity v Plzni,http://actaff.zcu.cz/,2336-6346,https://doaj.org/toc/faa000d7e5b6494aa15d39122d4cfccf,1802-0364,"University of West Bohemia, Pilsen",Czechia,2019,Iemima,
Vědecké Práce Ovocnářské,https://vpovsuo.cz/,2695-1347,https://doaj.org/toc/85de539fe76e446bab92b3ed1c4a1054,,VÝZKUMNÝ A ŠLECHTITELSKÝ ÚSTAV OVOCNÁŘSKÝ HOLOVOUSY s.r.o.,Czechia,2021,Iemima,
Revista Cuestiones Económicas,https://estudioseconomicos.bce.fin.ec/index.php/RevistaCE/,2697-3367,https://doaj.org/toc/42ebbdc49cae49039e0e569c7df276a9,2477-9059,Banco Central del Ecuador,Ecuador,2015,Iemima,
Revista Facultad de Jurisprudencia,http://www.revistarfjpuce.edu.ec/index.php/rfj,2588-0837,https://doaj.org/toc/439bc9a7b34449de9266791530eb96d6,,Pontificia Universidad Católica del Ecuador,Ecuador,2017,Iemima,
Estudios de la Gestión,https://revistas.uasb.edu.ec/index.php/eg,2661-6513,https://doaj.org/toc/adc0061e03fa48008c670860df785d94,2550-6641,Universidad Andina Simón Bolívar,Ecuador,2017,Iemima,
Ingenio,https://revistadigital.uce.edu.ec/index.php/INGENIO/about,2697-3243,https://doaj.org/toc/f6df64f6f79c4566a36df1d7e39e1ca8,2588-0829,Universidad Central del Ecuador,Ecuador,2018,Iemima,
QhaliKay,https://revistas.utm.edu.ec/index.php/QhaliKay/index,2588-0608,https://doaj.org/toc/30772f2b70b446a7a6a7c68762f7bf29,,Universidad Técnica de Manabí,Ecuador,2017,Iemima,
Eesti Arheoloogiaajakiri,http://www.eap.ee/archaeology,1736-7484,https://doaj.org/toc/372d83463c094e348561343dce949988,1406-2933,Estonian Academy Publishers,Estonia,2006,Iemima,
Society and Economy,https://akjournals.com/view/journals/204/204-overview.xml,1588-970X,https://doaj.org/toc/78a5565d17ea40819ff10d85f5ad2042,1588-9726,Akadémiai Kiadó,Hungary,2019,Iemima,
International Review of Applied Sciences and Engineering,https://akjournals.com/view/journals/1848/1848-overview.xml,2063-4269,https://doaj.org/toc/6bb1ec0e08ce418c97a0bc1b9bb9e496,2062-0810,Akadémiai Kiadó,Hungary,2017,Iemima,
Hungarian Educational Research Journal,https://akjournals.com/view/journals/063/063-overview.xml,2064-2199,https://doaj.org/toc/4fba7563752b4ea0be1ab2049269c5fc,,Akadémiai Kiadó,Hungary,2019,Iemima,
Journal of Psychedelic Studies,https://akjournals.com/2054,2559-9283,https://doaj.org/toc/44a820837cdc47cc95764f65dd1551e0,,Akadémiai Kiadó,Hungary,2017,Iemima,
Developments in Health Sciences,https://akjournals.com/view/journals/2066/2066-overview.xml,2630-936X,https://doaj.org/toc/baba14862d2d42c2a5af78625132eabb,2630-9378,Akadémiai Kiadó,Hungary,2018,Iemima,
Imaging,https://akjournals.com/1647,2732-0960,https://doaj.org/toc/072796428529403fb0feef2ee844cf6a,,Akadémiai Kiadó,Hungary,2020,Iemima,
Kitaibelia,https://ojs.lib.unideb.hu/kitaibelia,2064-4507,https://doaj.org/toc/1a80b71c415f41e892a523283dc05b4e,1219-9672,"Faculty of Science and Technology, University of Debrecen",Hungary,2014,Iemima,
European Journal of Mental Health,https://semmelweis.hu/ejmh/,1788-7119,https://doaj.org/toc/63d79610aa524be8ac8df36a856ab07d,,Semmelweis University Institute of Mental Health,Hungary,2006,Iemima,
Education. Innovation. Diversity,http://journals.rta.lv/index.php/EID/index,2661-5401,https://doaj.org/toc/227c72530fa44e39bbad362328a6ec5a,,Rezekne Academy of Technologies,Latvia,2020,Iemima,
Socrates,https://www.rsu.lv/en/socrates,2661-5509,https://doaj.org/toc/30aefbaef6484abcae96b9604eb33b63,2256-0548,Riga stradins university,Latvia,2015,Iemima,
"Baltic Journal of English Language, Literature and Culture",https://www.bjellc.lu.lv/,2501-0395,https://doaj.org/toc/e5c917892bb24612bffb444241ae3efa,1691-9971,University of Latvia Press,Latvia,2018,Iemima,
Darnios Aplinkos Vystymas,http://ojs.kvk.lt/index.php/DAV,2538-9025,https://doaj.org/toc/530c8a63465348d2937a0d0861147bad,2538-9017,Klaipeda State University of Applied Sciences,Lithuania,2019,Iemima,
Acta Historica Universitatis Klaipedensis,https://e-journals.ku.lt/journal/AHUK,2351-6526,https://doaj.org/toc/1be55ff6659d4b10af533173dbd7774a,1392-4095,Klaipėda University,Lithuania,2021,Iemima,
"Reabilitacijos Mokslai: Slauga, Kineziterapija, Ergoterapija",https://journals.lsu.lt/reabilitacijos-mokslai/index,2538-8673,https://doaj.org/toc/00858c60407b4c3496a75ef576ff5415,2029-3194,Lithuanian Sports University,Lithuania,2020,Iemima,
Informacinės Technologijos ir Valdymas,https://itc.ktu.lt/,2335-884X,https://doaj.org/toc/c68de532d6b744ed95fd90fec1be79d1,1392-124X,"Technologija, Kaunas University of Technology",Lithuania,2020,Iemima,
Kalbų Studijos,https://kalbos.ktu.lt/index.php/KStud/,2029-7203,https://doaj.org/toc/1d2519ef074242478940af4424e26030,1648-2824,"Technologija, Kaunas University of Technology",Lithuania,2011,Iemima,
"Business, Management and Economics Engineering",https://journals.vgtu.lt/index.php/BME,2669-249X,https://doaj.org/toc/1a82b19c201e4881b94047fb70640ec6,2669-2481,Vilnius Gediminas Technical University,Lithuania,2010,Iemima,
Acta Medica Lituanica,https://www.journals.vu.lt/AML/,2029-4174,https://doaj.org/toc/bf7020e9f4604a088ffb539c0739d62c,1392-0138,Vilnius University Press,Lithuania,2020,Iemima,
Socialiniai Tyrimai,https://www.journals.vu.lt/social-research/,2351-6712,https://doaj.org/toc/61ffed30da744ce69b68283f2c6f2bcf,,Vilnius University Press,Lithuania,2017,Iemima,
Bibliotheca Lituana,https://www.journals.vu.lt/Bibliotheca-Lituana/,2424-4422,https://doaj.org/toc/9955eda6f1764fdab5d95c3c41b801f8,2424-3477,Vilnius University Press,Lithuania,2016,Iemima,
Vilnius University Open Series,https://www.journals.vu.lt/open-series/,2669-0535,https://doaj.org/toc/21ddd055290d44cd803d5120cd087202,,Vilnius University Press,Lithuania,2018,Iemima,
One Health & Risk Management,https://journal.ohrm.bba.md/index.php/journal-ohrm-bba-md,2587-3466,https://doaj.org/toc/68671b966cd24a0ebaa44d78fa490a2b,2887-3458,Asociatia de Biosiguranta si Biosecuritate,"Moldova, Republic of",2020,Iemima,
Dialogica: Revistă de Studii Culturale și Literatură,https://dialogica.asm.md/en/first-page/,1857-2537,https://doaj.org/toc/fc62a9988c3a436cacef2c37f9415446,2587-3695,Moldova State University,"Moldova, Republic of",2019,Iemima,
Mongolian Geoscientist,https://www.mongoliajol.info/index.php/MGS,2663-5151,https://doaj.org/toc/199079651fd24755ab058c6afe06d663,2220-0622,Mongolian University of Science and Technology,Mongolia,2018,Iemima,
"International Scientific Journal ""Monte""",http://www.journalmonte.com/,2661-2666,https://doaj.org/toc/1ea6eaa0c4a44d3ebdc06a9b18a11c4d,2661-264X,"Institute for Scientific Research and Development, Ulcinj, Montenegro",Montenegro,2018,Iemima,
Revija za socijalna politika,http://periodica.fzf.ukim.edu.mk/rsp/issues.html,1857-8977,https://doaj.org/toc/8067a464fc3146f68c00114a06e9bbea,1857-6052,"Faculty of Philosophy, Ss. Cyril and Methodius University in Skopje",North Macedonia,2020,Iemima,
Bezbednosni Dijalozi,http://periodica.fzf.ukim.edu.mk/sd/about.html,1857-8055,https://doaj.org/toc/9596bc26777b46e7837f9e3da9684845,1857-7172,"Faculty of Philosophy, Ss. Cyril and Methodius University in Skopje",North Macedonia,2020,Iemima,
Macedonian Journal of Chemistry and Chemical Engineering,https://mjcce.org.mk/,1857-5625,https://doaj.org/toc/a90f2cd01e0e46ad8a648fb97a94451a,1857-5552,Society of Chemists and Technologists of Macedonia,North Macedonia,2014,Iemima,
AICEI Proceedings,http://aicei.uacs.edu.mk/proceedings,2671-3713,https://doaj.org/toc/2d805885684d460089fd5206359e249c,,University American College Skopje,North Macedonia,2020,Iemima,
Notulae Botanicae Horti Agrobotanici Cluj-Napoca,https://www.notulaebotanicae.ro/index.php/nbha,1842-4309,https://doaj.org/toc/f048412a00de4fb1879bbf44feb5368a,0255-965X,AcademicPres,Romania,2019,Iemima,
Romanian Journal of Horticulture,https://romanianjournalofhorticulture.ro/,2734-8083,https://doaj.org/toc/81179721d0c648b1984b39b55a4cafd2,2734-7656,Academy of Agricultural and Forestry Sciences,Romania,2020,Iemima,
International Investment Law Journal,http://investmentlaw.adjuris.ro/,2734-8830,https://doaj.org/toc/1c2d36a4885749ae942999b5fb892cbc,,ADJURIS – International Academic Publisher,Romania,2021,Iemima,
Annales Universitatis Apulensis. Series Economica,http://www.oeconomica.uab.ro,2344-4975,https://doaj.org/toc/98255b68823e46fe96599b351740bcec,1454-9409,Aeternitas Publishing House,Romania,2020,Iemima,
Cultural Perspectives,http://pubs.ub.ro/?pg=revues&rev=cp,2559-3439,https://doaj.org/toc/157285f3ff7549ddb8fc1ce1ce7a3afa,1224-239X,"Alma Mater Publishing House ""Vasile Alecsandri"" University of Bacau",Romania,2017,Iemima,
Sport şi Societate,https://www.sportsisocietate.ro/acasa,2344-3693,https://doaj.org/toc/5e10b825a4774c0e88ed56392f777e9d,1582-2168,ALTIUS ACADEMY Foundation - Faculty of Physical Education and Sports,Romania,2009,Iemima,
Revista Universitară de Sociologie,http://www.sociologiecraiova.ro/revista/,2537-5024,https://doaj.org/toc/d27256d4abe643cda885b971e9280d06,,Beladi,Romania,2021,Iemima,
Noua Revistă de Drepturile Omului,http://www.revistadrepturileomului.ro/home.html,2734-7567,https://doaj.org/toc/769d24098d7e467381842f505487f2a3,1841-4710,Centrul de Studii Internaţionale,Romania,2014,Iemima,
Acta Musei Porolissensis,http://muzeuzalau.ro/acta-mvsei-porolissensis/,,https://doaj.org/toc/4b63d9b6322642caabc8ae56ec2d2590,1016-2801,Editura Mega,Romania,2014,Iemima,
Penalmente Relevant,http://www.revista.penalmente.ro,2501-1367,https://doaj.org/toc/2fb994ebb2274c49ab253ad5d673e114,,Editura Solomon,Romania,2016,Iemima,
"Analele Ştiinţifice ale Universităţii ""Al.I. Cuza"" din Iaşi. Ştiinţe Juridice",https://pub.law.uaic.ro/en,2537-3048,https://doaj.org/toc/fbae046f21ad4885a1f83407312c9824,1221-8464,Editura Universității „Alexandru Ioan Cuza” din Iași,Romania,2021,Iemima,
Political Studies Forum,https://pfc.uvt.ro/political-studies-forum/,2360-1795,https://doaj.org/toc/c4980880afae46ef9d456b0bad64427b,2067-1318,Editura Universitatii de Vest,Romania,2020,Iemima,
Forum Juridic,https://drept.unibuc.ro/Legal-Forum-s938-en.htm,2734-7524,https://doaj.org/toc/eb35d6bb83334bb894adb1d6fad1557d,,"Faculty of Law, University of Bucharest",Romania,2020,Iemima,
ACROSS,http://www.across-journal.com/index.php/across/index,2602-1463,https://doaj.org/toc/d34b6be214284b42a26e4f233b114cf0,,Galati University Press,Romania,2018,Iemima,
Peuce,http://revistapeuce.icemtl.ro/home/,,https://doaj.org/toc/4427dd83282245388533ce70ad0ce0ec,0258-8102,Institutul de Cercetari Eco-Muzeale ”Gavrila Simion”,Romania,2020,Iemima,
Drepturile Omului,http://revista.irdo.ro/english/index.php,2668-9499,https://doaj.org/toc/b5c5c6ce9d3a4b0b97c59ceadda6c41e,1220-613X,Institutul Român pentru Drepturile Omului,Romania,2019,Iemima,
Revue Roumaine d’Etudes Francophones,http://arduf.ro/revue-roumaine-detudes-francophones,2392-6007,https://doaj.org/toc/a7f04fc03a3347678f75dfe08a6a3af4,2065-8087,Junimea,Romania,2009,Iemima,
Romanian Journal of Cardiology,https://www.romanianjournalcardiology.ro/,2734-6382,https://doaj.org/toc/6576f726f9d24f23b3b5ac562181be08,1220-658X,Media Med Publicis,Romania,2019,Iemima,
Farmacist.ro,https://medichub.ro/reviste-de-specialitate/farmacist-ro,2066-8228,https://doaj.org/toc/cf86d8858e434e9ebe9d70d3147a6972,1584-6539,MedicHub Media,Romania,2017,Iemima,
Psihiatru.ro,https://medichub.ro/reviste-de-specialitate/psihiatru-ro,2066-821X,https://doaj.org/toc/14703bf9ad2747efbe56795926c79dab,1841-4877,MedicHub Media,Romania,2015,Iemima,
Oncolog-Hematolog.ro,https://medichub.ro/reviste-de-specialitate/oncolog-hematolog-ro,2066-8260,https://doaj.org/toc/ad1741c1c20c48268bd627a1bee49abf,2066-8716,Medichub Media,Romania,2015,Iemima,
Ginecologia.ro,https://medichub.ro/reviste-de-specialitate/ginecologia-ro,2457-3566,https://doaj.org/toc/6e98267e7eab433f9947a8e130b9beb6,2344-2301,MedicHub Media,Romania,2015,Iemima,
Cercetări Arheologice,https://cercetari-arheologice.ro/en/,,https://doaj.org/toc/c069543fb373491e8340cc6f17038552,0255-6812,MEGA Publishing House,Romania,2021,Iemima,
Martor,http://martor.muzeultaranuluiroman.ro/,2734-8350,https://doaj.org/toc/feec726af2654cd28e139bd59f049dee,1224-6271,National Museum of the Romanian Peasant,Romania,2020,Iemima,
"Annals of the ""Ovidius"" University of Constanţa. Political Science Series",http://annals-politics.univ-ovidius.ro/,2668-0831,https://doaj.org/toc/628c94dd0e7d48b29cbe4c1a0200590b,2286-315X,Ovidius University Press,Romania,2020,Iemima,
Dacoromania Litteraria,http://www.dacoromanialitteraria.inst-puscariu.ro/en/,2360-5189,https://doaj.org/toc/95896fefabf4424692889ff1fc3c29d1,,"Romanian Academy, Cluj-Napoca Branch",Romania,2020,Iemima,
Balneo and PRM Research Journal,http://bioclima.ro/Journal.htm,2734-8458,https://doaj.org/toc/ac3e11ac3cb648109793dc8bc9e4fcd0,,"Romanian Association of Balneology, Editura Balneara",Romania,2011,Iemima,
Revista de Geomorfologie,https://revistadegeomorfologie.ro/geo/index.php/revista,2285-6773,https://doaj.org/toc/d72127eb776d4dd4a11d78184d8040d0,1453-5068,Romanian Association of Geomorphologists,Romania,2016,Iemima,
Central European Journal of Geography and Sustainable Development,https://cejgsd.org/,2668-4322,https://doaj.org/toc/cb76591e802e479f945e049b0427d2bb,,Romanian Geographical Society - Prahova Branch,Romania,2019,Iemima,
Studia Universitatis Babeş-Bolyai. Psychologia-Paedagogia,https://studiapsypaed.com,2065-9431,https://doaj.org/toc/4acb0532a98741ecad525f2b7c91a4aa,1221-8111,Studia Universitatis Babes-Bolyai,Romania,2021,Iemima,
Revista de Medicină Şcolară şi Universitară,https://www.revista-medicina-scolara.ro/,2392-8875,https://doaj.org/toc/5b5932b3fa6e4ed480fdf91618a09cd4,2392-8344,The Society of Doctors from Children's and Youth Collectivity,Romania,2020,Iemima,
"Analele Universităţii din Craiova. Psihologie, Pedagogie",https://aucpp.ro/,2668-6678,https://doaj.org/toc/2255d190debf484daf2ff5807ca4aba1,1582-313X,"Universitaria Publishing House, Craiova",Romania,2017,Iemima,
"Journal of Education, Society & Multiculturalism",https://www.jesm.ro/en/,2734-4754,https://doaj.org/toc/dcaeb7f2c750409a83f1ebfbadb6178a,,Valahia University Press,Romania,2020,Iemima,
Timişoara Medical Journal,https://www.tmj.ro/,1583-526X,https://doaj.org/toc/0edbc2fe3f4048dbbb98a00434845264,1583-5251,Victor Babes University of Medicine and Pharmacy Timisoara,Romania,2020,Iemima,
Studia Politica Slovaca,http://www.sps.sav.sk/en/about-journal/,2585-8459,https://doaj.org/toc/23248639550c47f181f4b5a056fac5be,1337-8163,Institute of Political Science of Slovak Academy of Sciences,Slovakia,2020,Iemima,
Slovak Journal of Sport Science,http://www.sjss.sk/?sLanguage=en,2453-9325,https://doaj.org/toc/1ec8fc13a91742d6bd80504dd5836322,,Matej Bel University,Slovakia,2016,Iemima,
Architecture Papers of the Faculty of Architecture and Design STU,https://alfa.stuba.sk/,2729-7640,https://doaj.org/toc/2704d6aa9c0b46508b90f4bd5ddc1839,,"Slovak University of Technology, Faculty of Architecture and Design",Slovakia,2020,Iemima,
Slavonic Pedagogical Studies Journal,http://www.pegasjournal.eu,1339-9055,https://doaj.org/toc/a1e9b2d9f24945e8b10b3f704420ff00,1339-8660,Slovenská Vzdelávacia a Obstarávacia s.r.o.,Slovakia,2015,Iemima,
Medzinárodné vzťahy,https://fmv.euba.sk/en/science-and-research/scientific-journals/journal-of-international-relations,1339-2751,https://doaj.org/toc/3e2c818a8be847a0bab824c78d228a56,1336-1562,University of Economics in Bratislava,Slovakia,2003,Iemima,
Amfiteater,https://www.slogi.si/en/amfiteater-journal/,1855-850X,https://doaj.org/toc/f8508eca6f044d5fb003b7e3e9f843e8,1855-4539,"Academy of Theatre, Radio, Film and Television of the University of Ljubljana",Slovenia,2015,Iemima,
Edinost in Dialog,https://www.teof.uni-lj.si/publications/unity-and-dialogue,2385-8907,https://doaj.org/toc/753614ffbfa54a4dbf2569d6b53e827d,2335-4127,"Faculty of Theology, University of Ljubljana, Slovenia, EU",Slovenia,2013,Iemima,
Educare,https://revistas.investigacion-upelipb.com/index.php/educare/index,2244-7296,https://doaj.org/toc/54905ae4a5b94effbd03d2864bcdfbab,1316-6212,Universidad Pedagógica Experimental Libertador,"Venezuela, Bolivarian Republic of",2020,Iemima,
Қарағанды университетінің хабаршысы. Химия сериясы,https://chemistry-vestnik.ksu.kz/#,2663-4872,https://doaj.org/toc/0ef40618bc914c869874f2bc6847edf9,,Academician Ye.A. Buketov Karaganda University,Kazakhstan,2010,Iemima,
Әл-Фараби Атындағы Қазақ Ұлттық Университеті хабаршы шығыстану сериясы,https://bulletin-orientalism.kaznu.kz/index.php/1-vostok/index,2617-1864,https://doaj.org/toc/6d23fb4770ec403a9c7ca6bcc0063ce5,1563-0226,Al-Farabi Kazakh National University,Kazakhstan,2009,Iemima,
"Вестник КазНУ. Серия математика, механика, информатика",https://bm.kaznu.kz/index.php/kaznu,2617-4871,https://doaj.org/toc/52c91756c45147d59a25f1284078b294,1563-0277,Al-Farabi Kazakh National University,Kazakhstan,2009,Iemima,
Halyk̦aralyk̦ k̦atynastar ža̋ne halyk̦aralyk̦ k̦u̇k̦yk̦ seriâsì,https://bulletin-ir-law.kaznu.kz/index.php/1-mo/index,2618-1215,https://doaj.org/toc/d51b90a2b4704d9480aa2595c2d7e043,1563-0285,Al-Farabi Kazakh National University,Kazakhstan,2009,Iemima,
Хабаршысы. Экономика сериясы,https://be.kaznu.kz/index.php/math/index,2617-7161,https://doaj.org/toc/f19212dd173b48c1adba0187e3ba26fa,1563-0358,Al-Farabi Kazakh National University,Kazakhstan,2010,Iemima,
Хабаршы. Заң сериясы,https://bulletin-law.kaznu.kz/index.php/journal/index,2617-8362,https://doaj.org/toc/edca5c9a28084523b1c6c5153a23c45c,1563-0366,Al-Farabi Kazakh National University,Kazakhstan,2018,Iemima,
Physical Sciences and Technology,https://phst.kaznu.kz/index.php/journal/index,2522-1361,https://doaj.org/toc/a9f548bde9b0499989d6f3a13d4b67f5,2409-6121,Al-Farabi Kazakh National University,Kazakhstan,2014,Iemima,
Хабаршы. Психология және социология сериясы,https://bulletin-psysoc.kaznu.kz/index.php/1-psy/index,2617-7552,https://doaj.org/toc/9bad434511ed4969bc4c97ba96495022,2617-7544,Al-Farabi Kazakh National University,Kazakhstan,2010,Iemima,
Interdisciplinary Approaches to Medicine,https://appmed.kaznu.kz/index.php/medicine/index,2709-2976,https://doaj.org/toc/0a74fefce1214f75a1e9b8417659b27a,2709-2968,Al-Farabi Kazakh National University,Kazakhstan,2020,Iemima,
Экономика: стратегия и практика,https://esp.ieconom.kz/,2663-550X,https://doaj.org/toc/694973e65ee64aa6bc439be499bd4a7b,1997-9967,Institute of Economics under the Science Committee of Ministry of Education and Science RK,Kazakhstan,2018,Iemima,
"International Journal of Cognitive Research in Science, Engineering and Education",https://www.ijcrsee.com/,2334-8496,https://doaj.org/toc/1530d034703f489c95e9534e9d528b06,2334-847X,"Association for the Development of Science, Engineering and Education",Serbia,2013,Iemima,
The Nicholai Studies,https://nicholaistudies.org/,2738-1072,https://doaj.org/toc/4feaeb98fd7e4830be3e5b877358972d,,Christian Cultural Centre “Dr. Radovan Bigović”,Serbia,2021,Iemima,
Анали Филолошког факултета,http://anali.fil.bg.ac.rs/,2787-1037,https://doaj.org/toc/9cd0c8926635407ab7d6e5ba99b4537e,0522-8468,"Faculty of Philology, University of Belgrade",Serbia,2016,Iemima,
Primenjena Psihologija,http://primenjena.psihologija.ff.uns.ac.rs/index.php/pp/index,2334-7287,https://doaj.org/toc/b005de6c82e4423eb95d5816512858e7,1821-0147,"Faculty of Philosophy, University of Novi Sad",Serbia,2008,Iemima,
Western Balkan Journal of Agricultural Economics and Rural Development,https://scindeks.ceon.rs/journalDetails.aspx?issn=2683-4693&lang=en,2683-572X,https://doaj.org/toc/36de42d8ac2b4651a984cca57a6cb929,2683-4693,"Institute of Agricultural Economics, Belgrade",Serbia,2019,Iemima,
Philologia,http://philologia.org.rs,1820-5682,https://doaj.org/toc/e190f4d82b154638b88a58e1fc97bf9c,1451-5342,Philologia/Faculty of Philology,Serbia,2009,Iemima,
