ID,OA Start Date,In doaj?
63f756b093864395ab53884c9e1531e8,2002,True
633d8322c6b14beb83aee0947efec406,2003,True
6341fd9f504043b29fb1f7fcd47984ea,2013,True
64194c2bbb044c81859119e492c9377f,2013,False
6439ce447e9d4e6aa0908b3ac7336fce,2009,True
634f7a5623874d65a0e187ef19d9a3a3,2004,True
63531f370af54fa7b83a3ecc82e8454c,2007,True
636eb5755bd44b41b3dcc7d8156cb42e,2017,True
63809c0937e24bb9a9424b5e55c42f9a,2013,True
629788bc634147d181b683af18c36673,2015,True
62b9020ac3dd46c48a3bc7f74ca307a2,2011,True
64882194e1e447a48e45fb225823bdb2,2015,True
62eb7104aed2402389560bc1a3f40fba,2008,True
78bd4657d4184347b6e8ba795bef1b62,2014,True
78c33140bf0541498254f5274b48eef0,2015,True
777c8fcf8fb84e2289597968cb710b7d,2016,True
778c9b3e75de479c99fc7f1eb8b4b5ac,2008,True
7842d6a60f1543719a0ba47c276cb7f6,2001,True
79878e31e12144c2aee137569c5d0a7c,2016,True
79b4604d22524ffab971032f577b698e,2011,True
78a5de72660842ec84010f3d525b924c,2016,True
792440eaa0ab43909df0cbbf837abcde,2010,True
782435671d434549b34d1ac8113cad53,2013,False
8adbcd2b348e46cf8ffb8b3cdfe65d17,2013,True
30c1e2d69697496683aa7d6367ae563a,2010,False
cb435c52406546c192f169b21f4c1906,2016,True
10cd78a0d5f84e70831586a57118119a,2019,True
2b09af1f8cfc4b54a4f26650b6c97efa,2019,True
ee59498f31884af0b6c19fb1656926cf,2018,True
bb4bf2ea522448d88495629ed013675d,2017,True
4299259ef6a4491da58f4e6e82e1484c,2011,True
eed9b821c7fd4c8c85566cfd63186bf0,2010,True
ef66f15b3e2140b59798f20e1067e205,2015,True
d44dc3b0c20346ff9f183f0ec535237e,2017,True
5d1c6f47c79548d29a9985648bacde94,2012,True
a2b41e5cd57f43afa31faff9e022c063,2007,True
2482fb15c0e44ec090402097a04468cb,2015,False
eadd61a883e34bf28627ba09530d559d,2016,True
e4e63944e4254656abd4f89842818a62,2014,True
6b66c41fd4d04744b173abc07bd5cd4d,2011,True
2c357f97c65b43a5ac08eb613a4c4807,2003,False
5622b8878c204fd2b88130fbeea2f2d7,2010,True
51d3796150224c23bcf2de9a04446824,2017,True
38aa6ffd283640859494dd5c9fc97a10,2019,True
c010de7603904045bec6a7cef4413f1a,2018,True
3a52e95954534558ac08c84beb6e5cbb,2016,True
e6c674620a264826b9a29f12abc0feb2,2017,True
c5afb68247cb4e07a621e8fa90b10c5f,2006,True
38f3c0e4568a4ba1b98c6ba4b06b59b2,1994,True
731b779f6cae4b00b08a188b1058a8b5,2018,True
d47e2b25d85841e0b8782f06bd2eba13,2010,True
d2aec0778e8340b0b2d9a07cffd6bea6,2009,True
13347e0e7b3f4aa3b426fb32e2ea12ef,2012,True
731fbc66b78a458b9d9f311c646c314e,2009,True
a8a12402ee9f4a00bb97ae99ca447deb,2013,True
cd8d6a4de00d4119ab53f45c44fc9c32,2007,True
14f34da818584c7c8f6d0813cfa50992,2014,True
bbe8de11f47a487ebf0aacc0e6d13ca0,2011,True
02cd6faac00f4475b9aab95624ee22ae,2011,True
646fa5ec0d41412aaca3a14f91e4db2a,2010,True
9a90510e1ac641b08c0d1b9a0fd80287,2011,True
815259931000442c9d4c98d8da5b3034,2008,True
8ad8bc3c93294cabbb24d25fa9945902,2011,True
c4ca804e3a9a40ae839c3ec6c746ebc5,1993,True
884a04c0798e43b781e0516801de4e2c,2008,True
92e44715a2614731a12b4d833eea55db,2010,True
bcb180e8b8324d5bb370f924390fef55,2012,True
17f9542fdace4deabededb54107e44e5,2019,True
f2484804e7cd41a991aac7ee69a3e8fe,2008,True
189f68f5d4c6484d81885a12a4c0a93b,2016,False
703e64b87e794966b72090aeeeb3f897,2007,False
31ad8b1cfdbb48f28e8559824e4f0db7,2001,True
0b740c0659c54074bef45014e0691e87,2018,True
6f5dafaaf20443f39316bdb174c687a9,1960,True
d5c7de0f2f864045be3f7334eded464e,2012,True
1d905ffd34a042a2a9efb2b821fa8196,2013,True
eeca1150cda44bb28acdcd809ae9248c,2007,True
1f44e5b6bdcf4755ba56bb7566515cff,2017,True
1b41cba8fdfa4a7ea562ca47bb239cc8,2009,True
52e98c6d15cb47ee88b681b4afe88824,2005,False
d1f0b75e6e574d7eadf2a097c5fbc894,2014,True
60a922edb3f0483aaf83c164ca3c0b52,2017,True
11fe72ca3128413080caec058ee0767d,2019,True
55efab6da00b4e7cad4e7d386b31f7ac,2004,False
c364ed4df5504f40ad8540cc1fc727e5,2001,False
bcc82786443b4b39872140a7ccc59970,2010,True
1a0ff4666671403d9391b85aded6b849,2015,True
f1d64423a49a481db505b4e23576ab6b,2016,True
0f819f167c4249de8bc28ab0f557c53d,2001,True
5c4d3095d9d648f88477baebfbd1995a,2017,True
ce40aee2b8dd48b7ae2a60bd46d02d53,2003,True
c72ea6157b0a4302aada0138441274f5,2018,True
40ae382df340487c8266f817e3a03683,2010,True
a5c3339506e14470981d03fb7b11cc04,2013,True
9cd6264016cf468e936fdb90728de490,2006,True
479bcf770e2a4b1d8761185aa3af377d,2006,True
4b3caf3c498749bea56c58d949fcae54,2009,True
9a82a912405a476bbb958ca1e581ac03,2009,True
55ac5a539d4f4c38ae69ba437439a49f,2017,True
fd3928c15fd94c8daa0caf64db90d737,2003,True
a0b4f5f7a1284cb9874558c71bdbaf45,2009,True
12ce798e17a44a31b88ad76549043aaf,2013,True
9c8d5c11fe6643a598ddf6ae6ec553e8,1997,True
f58b9701bcb347d2af89b4a5c38535f9,2009,True
82d7414b1e7c47b58f412b14c3510d6c,2007,True
62780e6088294ad69a81f8151e9f1ae6,2013,True
f4ec5d81a4114e2295f717b799525058,2004,True
fc67c942de9d4417997bb3a8605de912,2016,True
57cbdea8bc9748a4a9d3c68e82b6e99f,2015,True
4eb2aee8bfb84505ab3d679280474378,2009,True
f3a4a84974d040488a985bee999d6ee0,1993,True
b526154975a94070842caa44454b6c69,2001,True
06680e67f5b94b219548c32347eb0f4c,2011,False
24b32f936b5e4aa698fadd4e097394c8,2012,True
e43064696bab48b8840fe45d8f3cf4b7,2011,True
46bd4f15a533475abf7d7ded2e3b48ad,2012,True
33ea4e1051f541d29f5eab4f26378313,2000,True
90ed4fd81cc94abb9e6ba9b53ea9e61e,2014,False
f0a85a50687346fe894d4df60e648fb0,2009,True
d2bd512e25ef49319c8afea99e350cec,2015,True
8762f1c6e2dc4b7daa6659230ebdf711,2016,True
487498b20067469c8e1fc41c1cb6646a,2017,True
8c7519f830404bfd869e30a37e8c1499,2013,True
e290d4a4d06a4bff868b481efaf914df,2015,False
979e485b1b854c35ad73189de4ff9aa2,2013,True
a5b14b02d68645d4aadf70b8353d9569,2019,True
5210cabde97a419d9f66a50c49969f99,2006,False
3ddbf71a2b3846869dcda66e5799adc0,1998,True
689cdf486edb4b09ae9c11d26744e5a7,1998,False
8204323d94e64d0db1b12776c8c58105,2012,True
15d4f8214a3549d99834b3ea80cb7ea0,2014,True
ba13910e1011473fa9d43d043482e4b7,2005,True
fdffb078bdef43568f2ad08fadaef8f5,1951,True
42635f9c0b2b449ba4b941a57d5f29e1,2017,True
424b82a60c404a9ca8a5eb92eb5ab5ef,2016,True
30e5fcb9ecb74ba3a99a0e9edd291f4f,2012,True
35ebf36b68444004a6a3d6460136ad41,2007,True
7ecd7db27d714bfdb2d7f1d6bb02b3af,2010,True
a0fc4b39f76f4e0ca4db0d83e0995ffb,2016,True
48a0825d6d484e649d49b7e0a8c91f82,2019,True
ed9b54c087b84080916cd47ab157226d,2017,True
01d8a4610b744acd854432e348d4317b,2016,True
684443372cdc467395ced56417386167,2014,True
9cad3294fc064dd68a80a4e1122dcf4c,2015,True
63f8f3ed7788467b924b55d44c2bb539,2016,True
0b1dffb6cb9042b5892e98f5fe342b78,2017,True
a9ef9f771d4d48ebbd937f9537284b3a,2007,True
71acbc65342343d990fab8af55f1034f,2008,True
4f9e1bc6a8544a7c813614e577f1b468,2008,True
5091935da2b344feac7d982c1f0107c5,2013,False
7e3f1cb1f9d3459498ff9afcb8484331,2013,True
da50eaf0147149e1b02478bb0b52f4ad,2018,True
1c43cb397aee4a6d8d6a4cb1d2b9d826,2010,True
c42633c0a7a24157b44f90f768045d6f,2016,True
368b5b05ccfe415d8fba1386eb754c82,2018,True
86672aafcc434cee81859ba99f0bdfc1,2018,True
443cf09f9e0e469bb82117afd1eea185,2019,True
0d518f1f25fa4de8a94bdc9345ac9897,2014,True
15b6a5a697af4450aeeb7d86407c6392,2012,True
52e6fe8c27794c6c8a5665f1d4a0445d,2018,True
f55cca579c084639921698f19488f160,2012,True
18f48ce672964728b38217db70dccf21,2008,False
03520446a39243a2963c73683ab11032,2015,False
fa67da0f1061495db63ffb9938d70adf,2008,False
05f6500eb1fc443cabcfd21732de533c,2001,False
16b93c438113411da8f3df59685cce90,2014,True
92a61e62db41484d8e28fc6d7acea249,2009,True
48c4b4ed16974b39a394a25eb6e2ff98,2013,True
4b27d1caf5ab437995625b31afd660d8,2005,True
e2bde4e0d2fd4c168fd50b7cab047b10,2018,True
16890a572a44481b840b94cb74446b7f,2010,True
68082adc32cd4821a9f4af75c5c2ebbc,1987,True
b0f1a2d82f6a4aa0a99f4cb4518a95c2,2008,True
ae750fd1d1464fb392dafee67d92f2d6,1974,False
156bde3efcc14a5a96027e30458cee39,2009,True
f5f55146b340416fb88f678f62847029,2014,True
21578f86e2fd4ab198b3bf6a0908cfb8,2014,True
9aad26d3064a4ed5b0c28ee82f5a216b,2013,True
10264a50d46342ee838f5aa1a93d72ca,2010,True
87e8cabc19374d8baa9abe518b44da86,2013,True
d21f9b40b7b545c7926b96a59ce2c1bc,2011,True
f27588f1305c41a2ad700bfb7ca712f8,2018,True
34f2032796fa4b69abd59b5204d38cfe,2011,True
3985d2cf7032445ab74dd6a9253fb2f8,2018,True
206c09fa9a314319a9c4ad4f46a2f33b,2010,True
6b843ed23fc44934babcab982721de62,2017,True
c3ae0e85241e4225b2e82833a59a18b6,2011,False
ff54228a355043b78f22613bb6bfd4bf,2010,True
86fc21eb4d3140bf963ba66d02661dca,2016,True
bc6eee2b5c5c4e6cac140282e4c1e0f6,2017,True
a0bc0ed771a04fe69abed76c2c03beab,2013,True
4939c10359714f7ab20d64b06dd1e317,2004,True
e4ae596b62834a96a8a8b8e4861d18ac,2014,True
b05c067c1f654523aae0bd20b9604ea9,2016,True
632933d506404437b4d4db590d1dfcee,1998,False
12b3db1b2da4420b9fb01d98f1837d29,2013,True
b6e062f98fb847cf90e0602f20a2f29a,2006,True
398567adb6d6427198eec2a2896956a9,1995,True
b90fdc6d57e7474c80d5e1cad7619b49,1983,True
973872042faa41459cf34aac3a08de2b,2012,True
d4b2fd12667d426a89b4a8d57dda536c,2016,True
03cbd6ea94be4c8c93ea1ed305fdf4a2,1951,True
e51635b5e12849b991d08ec9fb786847,2008,False
5065c6b7d560497aa6abd8298c528c94,2018,True
97611a4b1ead4af0b1015ff4c4013f06,2006,True
c17bdaf2942042fd805cce2792739a5a,2013,True
bf81561f238442ce91bdf198283fbfe9,1992,True
5d400721fe5844769138843919c9ea06,2011,True
661764991abb42b3bf2c42464b24a81a,2010,False
74a6aa3313e5401d8b82858bd2b7c4ed,2013,True
33e2ad970f4446248804f4c8b1cc3a0a,1994,True
c186320e7d264f9ea90a8474558b4ad7,2016,True
bd1d662ed8084901a6473a8e01c48c23,2015,True
f9d6c6952e364316a2b8ea7a498e2cab,2010,True
506169a801194897b6160ae36afb593d,2014,True
f827cee186244bf8abb00f3895000745,2005,True
5f0909800cfa4f74828be1996f2f7989,2006,True
67ab3686c644415fbffd03c729f8538c,2000,True
8267c6722d0842e4ba1f03dbccc87732,2014,True
251dccdea5d046078c98be6a049c93d1,2013,True
c358a3b666174cc8b410554e59abc765,2011,True
b1ef587d87f44e9b9ebe01d96264bfd9,2019,True
6653ab824bd44f238395e302b2524773,2000,True
fb1583768e7f4644b6008cc5574a4cae,2015,True
14fb7ef3d14d482292097b7924fd072f,2016,True
efd45bb6f87e4847913085dd05a20d3a,2011,True
5f9020236c90420f9b2b99e915810f5c,2010,True
343c86116ec540aaa8dfa223ff9899f7,2019,True
05ef775d6e6d4cf6848726aefaff65e6,1996,True
e6cfef7a54df4ef1a364435c017ff358,2011,True
6fbca8bfa2d049a7a490d1fce060ed2e,2012,True
610fdaae6fa1497585537932f54fc8ee,2017,True
a61120a946b44c71976b566053f8c4e4,2007,True
1f176dfecec54db5a8019b79d6e4c737,2009,True
470c123704034f8d99b2f76691e33557,2012,True
fd54ae73389247689702d64aac4d4486,2006,False
4f46054629ae4638afd23913b4091487,1982,True
7265e8c8cc8d44ceaf2657bb5204745a,2018,True
4a924429c313418d98396cb1053290f5,2016,True
ce88e6820ef64860a84fe4e33c1e5974,2012,True
51148d178c2a480797a91ceb876d4355,2010,True
5573e1a502324901b4f836a7a9939ff0,2005,False
5e92768dce5d4744bd532219631e6e3d,2014,True
33fd50d030bf47fbb19f9489dbc605f6,2018,True
056f04fd23b243e5a3a505344fe1a60a,2016,True
781f51b856cd4580a8735d2e371b33ac,2018,True
e42d1d0004d140748fd4dfc668c1c58d,2007,True
8210b7499c2047aaac8fd85a9300b09b,2007,True
bf970cd678ce44c09e1454648eb31fa0,2015,False
725a82f5411d4dd9a94b435d81b92774,1996,True
b2f34eb93ee74c42a9fab6fbe2135235,1998,True
f32108ec73a64c6da1fa892990ebc5db,2018,True
58fa2c793ae0490ea60416b42ee7656c,2008,True
961404ccdc2946eea00f6aec053be608,2009,True
36b2c1b945e649ccb06a64e2f155f799,2017,True
91e9cb10054a417bbe55438c83013137,2018,True
160e1f6690cd42a79562dfb1c0bcde9a,2012,True
d5757ff2a5624876ae2f055d9cd578f8,2011,True
12fbb7e5d48546c1bf0de8af5c698b8c,2015,True
fee3e4b493f14b00a30659882214a228,2006,False
c22ead18a020415cab3c9d7ec45993e5,2014,True
960e780b65dc4d479656deaa6aad880f,2012,True
10c1323c5f254705b322d72e2a02b450,1997,True
b6ca019dd73e4a97a08a21322fd5d3d5,2000,True
8bb45ec02b72400ab393f850c50fb8b6,2015,True
9a071041355744c2827268be43b18436,2006,False
7051913b8c0c44b19917349694714cf6,2015,True
f277625cb9c146099276b80563c1a176,2011,True
8acc9ea91c1047dab9206e2f3c239201,2013,True
a5fb30b25cbf445bb2c7538cc2dcaa82,1949,True
718d31a9f4b04a88b812cab83885b391,2002,True
a367a452fb664e6e8e6db243bbff80f6,2009,True
a286c850bd90475c8a497a2c204ca371,2003,True
354c0ab32e884b89942c5a584db58ab1,2018,True
199a4626c1be4459abc752b09ba5ec6a,2014,True
5028ecfb69d4440280a321059fd72a9c,2013,True
e7c65e5572e14c1b9f00845057674c7d,2019,True
71603164bf11423ab9f3909eff571a7c,2019,True
